NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_CF_COM12,PORCENTAJE_CF_COM12
COMUNA 12,1012000124,13313,1033,7.76
COMUNA 12,1012000125,17353,1483,8.55
COMUNA 12,1012000126,14554,1242,8.53
COMUNA 12,1012000127,19326,1496,7.74
COMUNA 12,1012000128,15845,1331,8.4
COMUNA 12,1012000129,20568,1474,7.17
COMUNA 12,1012000130,13754,982,7.14
COMUNA 12,1012000131,4533,385,8.49
COMUNA 12,1012000132,15858,1245,7.85
COMUNA 12,1012000133,16354,1327,8.11
