NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_FDT_COM6,PORCENTAJE_FDT_COM6
COMUNA 06,1006000068,15971,5144,32.21
COMUNA 06,1006000069,22510,5806,25.79
COMUNA 06,1006000070,20649,6152,29.79
COMUNA 06,1006000071,24697,6762,27.38
COMUNA 06,1006000072,10778,3593,33.34
COMUNA 06,1006000073,13819,4362,31.57
COMUNA 06,1006000074,19208,4699,24.46
