NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_RECURRIDO_COM9,PORCENTAJE_RECURRIDO_COM9
COMUNA 09,1009000091,6709,1,0.01
COMUNA 09,1009000092,10729,8,0.07
COMUNA 09,1009000093,6648,1,0.02
COMUNA 09,1009000094,9223,5,0.05
COMUNA 09,1009000095,15014,0,0.0
COMUNA 09,1009000096,8483,0,0.0
COMUNA 09,1009000097,10987,1,0.01
COMUNA 09,1009000098,16030,6,0.04
COMUNA 09,1009000099,8722,3,0.03
COMUNA 09,1009000100,11109,2,0.02
COMUNA 09,1009000101,13413,6,0.04
