NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM7,VOTOS_IMPUGNADO_COM7,PORCENTAJE_IMPUGNADO_COM7
COMUNA 07,1007000075,8194,3,0.04
COMUNA 07,1007000076,13107,1,0.01
COMUNA 07,1007000077,10239,13,0.13
COMUNA 07,1007000078,8193,0,0.0
COMUNA 07,1007000079,10072,45,0.45
COMUNA 07,1007000080,10600,5,0.05
COMUNA 07,1007000081,9824,0,0.0
COMUNA 07,1007000082,11678,3,0.03
COMUNA 07,1007000083,16300,1,0.01
COMUNA 07,1007000084,8775,0,0.0
COMUNA 07,1007000085,6062,0,0.0
COMUNA 07,1007000086,21655,5,0.02
