NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM2,VOTOS_RECURRIDO_COM2,PORCENTAJE_RECURRIDO_COM2
COMUNA 02,1002000020,6931,24,0.35
COMUNA 02,1002000021,8068,2,0.02
COMUNA 02,1002000022,11853,7,0.06
COMUNA 02,1002000023,14732,9,0.06
COMUNA 02,1002000024,9629,7,0.07
COMUNA 02,1002000025,9404,6,0.06
COMUNA 02,1002000026,12209,0,0.0
COMUNA 02,1002000027,9253,0,0.0
COMUNA 02,1002000028,13158,4,0.03
COMUNA 02,1002000029,8608,6,0.07
