NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_NULO_COM11,PORCENTAJE_NULO_COM11
COMUNA 11,1011000113,10199,98,0.96
COMUNA 11,1011000114,13502,131,0.97
COMUNA 11,1011000115,9354,99,1.06
COMUNA 11,1011000116,13520,129,0.95
COMUNA 11,1011000117,14847,154,1.04
COMUNA 11,1011000118,11621,100,0.86
COMUNA 11,1011000119,14655,126,0.86
COMUNA 11,1011000120,15195,159,1.05
COMUNA 11,1011000121,12446,149,1.2
COMUNA 11,1011000122,10531,114,1.08
COMUNA 11,1011000123,11586,119,1.03
