NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_FDT_COM12,PORCENTAJE_FDT_COM12
COMUNA 12,1012000124,13313,4466,33.55
COMUNA 12,1012000125,17353,5190,29.91
COMUNA 12,1012000126,14554,4488,30.84
COMUNA 12,1012000127,19326,4550,23.54
COMUNA 12,1012000128,15845,4515,28.49
COMUNA 12,1012000129,20568,5644,27.44
COMUNA 12,1012000130,13754,3895,28.32
COMUNA 12,1012000131,4533,1262,27.84
COMUNA 12,1012000132,15858,4941,31.16
COMUNA 12,1012000133,16354,4397,26.89
