NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_FDT_COM8,PORCENTAJE_FDT_COM8
COMUNA 08,1008000087,23462,12666,53.99
COMUNA 08,1008000088,14267,5325,37.32
COMUNA 08,1008000089,35916,15709,43.74
COMUNA 08,1008000090,34111,15841,46.44
