NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_NULO_COM10,PORCENTAJE_NULO_COM10
COMUNA 10,1010000102,10499,110,1.05
COMUNA 10,1010000103,10303,118,1.15
COMUNA 10,1010000104,10041,115,1.15
COMUNA 10,1010000105,14911,147,0.99
COMUNA 10,1010000106,9289,116,1.25
COMUNA 10,1010000107,15420,157,1.02
COMUNA 10,1010000108,9718,99,1.02
COMUNA 10,1010000109,15178,142,0.94
COMUNA 10,1010000110,8078,84,1.04
COMUNA 10,1010000111,8912,81,0.91
COMUNA 10,1010000112,6586,72,1.09
