NOMBRE_REGION,VOTOS_TOTALES_COM8,VOTOS_FIT_COM8,PORCENTAJE_FIT_COM8,VOTOS_CF_COM8,PORCENTAJE_CF_COM8,VOTOS_FDT_COM8,PORCENTAJE_FDT_COM8,VOTOS_JXC_COM8,PORCENTAJE_JXC_COM8,VOTOS_NULO_COM8,PORCENTAJE_NULO_COM8,VOTOS_RECURRIDO_COM8,PORCENTAJE_RECURRIDO_COM8,VOTOS_IMPUGNADO_COM8,PORCENTAJE_IMPUGNADO_COM8,VOTOS_BLANCO_COM8,PORCENTAJE_BLANCO_COM8,VOTOS_OTROS_COM8,PORCENTAJE_OTROS_COM8
COMUNA 08,107756,4187,3.89,7125,6.61,49541,45.98,32668,30.32,1112,1.03,51,0.05,59,0.05,8694,8.07,4319,3.59
