NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_IMPUGNADO_COM8,PORCENTAJE_IMPUGNADO_COM8
COMUNA 08,1008000087,23462,17,0.07
COMUNA 08,1008000088,14267,1,0.01
COMUNA 08,1008000089,35916,1,0.0
COMUNA 08,1008000090,34111,40,0.12
