NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_RECURRIDO_COM12,PORCENTAJE_RECURRIDO_COM12
COMUNA 12,1012000124,13313,2,0.02
COMUNA 12,1012000125,17353,5,0.03
COMUNA 12,1012000126,14554,4,0.03
COMUNA 12,1012000127,19326,9,0.05
COMUNA 12,1012000128,15845,2,0.01
COMUNA 12,1012000129,20568,5,0.02
COMUNA 12,1012000130,13754,3,0.02
COMUNA 12,1012000131,4533,0,0.0
COMUNA 12,1012000132,15858,5,0.03
COMUNA 12,1012000133,16354,2,0.01
