,geometry,centroide,CODIGO_CIRCUITO,NOMBRE_REGION,VOTOS_TOTALES_PRES,VOTOS_FIT_PRES,PORCENTAJE_FIT_PRES,ESPERANZA_EDAD_AGRUPADA
1000262,"POLYGON ((-6498017.149514513 -4116258.440887692, -6497998.021371907 -4116315.45312931, -6497964.825568473 -4116416.754228111, -6497924.8649617545 -4116523.434745742, -6497906.88228152 -4116546.9260922135, -6497889.457377053 -4116573.475666317, -6497877.191769115 -4116581.2042858135, -6497868.665683804 -4116582.8953166376, -6497849.313453676 -4116578.3122001523, -6497725.897968638 -4116551.9138212865, -6497707.172399402 -4116546.120999956, -6497666.1290297555 -4116531.42772976, -6497652.647391408 -4116576.9457261222, -6497680.221163995 -4116598.7381162783, -6497702.937830675 -4116658.2612285363, -6497720.428209679 -4116703.063560219, -6497682.145382018 -4116856.121268973, -6497695.358050032 -4116902.6844208613, -6497752.738744522 -4116958.5035535716, -6497785.237746978 -4116976.1075141355, -6498001.280412039 -4117094.26870008, -6498126.21711504 -4117290.8423241517, -6498146.960388788 -4117322.2821205086, -6498174.694150992 -4117296.507435281, -6498186.627290499 -4117309.508192692, -6498198.756750147 -4117272.5028233393, -6498231.287558007 -4117174.8418030203, -6498283.112446539 -4117009.800157152, -6498328.014949053 -4116859.8946491936, -6498354.914747545 -4116772.512856044, -6498366.974527948 -4116739.77678272, -6498370.1265128 -4116732.5097555555, -6498387.217601299 -4116688.8781836773, -6498391.04495277 -4116677.3532628804, -6498450.029897173 -4116481.9425815153, -6498224.430157892 -4116392.303243273, -6498164.1031407425 -4116368.761962312, -6498082.672371644 -4116336.340664781, -6498066.981406648 -4116330.597782141, -6498033.201372372 -4116317.243601294, -6498027.8177809715 -4116312.277719263, -6498025.517652082 -4116304.3127861503, -6498025.097005856 -4116292.719459653, -6498017.149514513 -4116258.440887692))",POINT (-6498068.157272684 -4116760.543971461),1004000049.0,COMUNA 04,9162,434,4.74,2.3407451923076925
894839,"POLYGON ((-6496858.539840222 -4114480.411103938, -6496847.869451752 -4114502.1867500115, -6496803.337503 -4114591.0885949917, -6496788.907754607 -4114620.119695834, -6496749.3575191945 -4114701.1771093844, -6496765.612843775 -4114709.3691038047, -6496906.519628662 -4114778.740152333, -6496961.712096397 -4114668.669887833, -6496972.392291875 -4114646.2842465662, -6497005.009851831 -4114580.9661007216, -6497016.3065181365 -4114557.9809211753, -6496997.027107251 -4114549.130351809, -6496936.214248453 -4114518.871633988, -6496858.539840222 -4114480.411103938))",POINT (-6496882.57322117 -4114629.682187397),1004000053.0,COMUNA 04,10605,388,3.66,2.495075508864084
1001926,"POLYGON ((-6503635.105500022 -4116003.0287604085, -6503629.160099118 -4115995.0078204353, -6503611.493869514 -4115998.9986893353, -6503582.552117294 -4116025.37503169, -6503571.561606085 -4116029.4708304796, -6503505.580356908 -4116056.4840553035, -6503483.001829913 -4116064.056301619, -6503472.618138485 -4116068.1615642007, -6503468.436451919 -4116063.827098552, -6503304.240830688 -4116121.6131444164, -6503285.284377787 -4116130.461706308, -6503243.487216056 -4116085.896816411, -6503192.748926551 -4116030.8243150003, -6503188.395964549 -4116037.463577856, -6503108.843134827 -4116078.2861321685, -6503022.556735809 -4116122.660889429, -6502998.678201189 -4116135.6999869607, -6502887.914813356 -4116192.4937605564, -6502870.778625178 -4116201.3704059985, -6502872.389439782 -4116214.811785898, -6502860.896553422 -4116212.191036024, -6502862.662166989 -4116293.3247152744, -6502875.407098693 -4116293.525972987, -6502875.880442675 -4116302.0709337424, -6502862.538139894 -4116301.2504220568, -6502858.927470313 -4116376.8114111335, -6502877.115570538 -4116378.318278588, -6502894.108942253 -4116378.586603243, -6502926.2558971895 -4116380.3137814174, -6503023.294214151 -4116386.1140144323, -6503109.427379309 -4116390.5217883983, -6503219.808384385 -4116397.140552112, -6503276.838710806 -4116399.2588605806, -6503398.741712269 -4116406.6672117542, -6503551.587812637 -4116415.170855477, -6503569.169194322 -4116416.66705843, -6503740.21346828 -4116426.0641792775, -6503811.17461557 -4116430.228144397, -6503874.255463407 -4116433.658101938, -6503917.981612622 -4116393.486129783, -6503932.75606862 -4116380.301864642, -6503947.521008132 -4116367.727270476, -6503956.140985533 -4116359.9348304374, -6504070.010843418 -4116259.2711805217, -6504155.554161226 -4116184.3852671897, -6504182.645941613 -4116159.8075011116, -6504150.346989835 -4116128.810560189, -6504113.913624197 -4116090.431062215, -6504106.706679695 -4116085.4395791446, -6504101.9273147825 -4116080.486158655, -6504093.54448956 -4116073.0369952996, -6504088.717767613 -4116071.131878876, -6504094.90037457 -4116063.9111172445, -6504076.23830032 -4116053.861527805, -6504053.394350005 -4116039.4776728, -6504031.119442591 -4116027.5419442854, -6504001.030845227 -4116010.6051490437, -6503982.33102983 -4116002.994082946, -6503969.036356276 -4115999.1266405936, -6503947.292661531 -4115992.077565021, -6503924.932625298 -4115985.628582704, -6503900.126099633 -4115980.3607639493, -6503886.803031062 -4115978.3221991365, -6503853.519098179 -4115971.701582433, -6503823.193737507 -4115970.0057638995, -6503780.066833695 -4115971.767598556, -6503749.068161865 -4115974.3296285016, -6503725.333133197 -4115978.225320651, -6503696.686026683 -4115985.7025919147, -6503677.796561999 -4115990.284143291, -6503635.105500022 -4116003.0287604085))",POINT (-6503534.922260448 -4116219.1871872502),1004000056.0,COMUNA 04,6819,291,4.27,2.5756210423770094
946793,"POLYGON ((-6497696.73632077 -4114593.4472409794, -6497682.108871919 -4114710.2771548848, -6497670.986357927 -4114797.8978931913, -6497777.548957188 -4114814.2629488925, -6497874.412755816 -4114829.859829211, -6497891.122445323 -4114734.40279377, -6497789.943137941 -4114723.004230569, -6497806.321219081 -4114610.4705294087, -6497733.075398559 -4114598.305746572, -6497696.73632077 -4114593.4472409794))",POINT (-6497766.200643187 -4114724.55033803),1004000051.0,COMUNA 04,8029,304,3.79,2.5382231404958677
948729,"POLYGON ((-6501420.106124071 -4114959.418790472, -6501390.886197104 -4115118.7085449523, -6501360.384352152 -4115282.2483797087, -6501353.122285937 -4115319.328436204, -6501339.166365123 -4115395.9370267782, -6501322.590391244 -4115484.6998832333, -6501304.713810343 -4115578.930708398, -6501277.464963226 -4115728.5035739546, -6501262.891434997 -4115805.7147624986, -6501252.507652452 -4115848.2348607825, -6501246.921029403 -4115894.49033571, -6501240.968158964 -4115925.495175464, -6501231.7112770295 -4115973.521869762, -6501229.726960633 -4115983.8568756385, -6501227.7618966615 -4115992.972592198, -6501363.906095375 -4116020.753291127, -6501456.470717302 -4116040.5211686925, -6501464.350595892 -4116041.256395563, -6501465.708595775 -4116032.1309332484, -6501481.166782957 -4115937.247793366, -6501486.569810479 -4115902.5752435676, -6501506.72750219 -4115779.107701046, -6501510.801276115 -4115751.7319445857, -6501528.5789851 -4115625.1792084663, -6501548.408896848 -4115522.441792461, -6501562.555760899 -4115433.639638923, -6501577.24197336 -4115349.1151128123, -6501598.803288105 -4115213.480478167, -6501590.326741392 -4115212.1261602687, -6501563.817946372 -4115199.5093582594, -6501455.1674423795 -4114968.513275449, -6501420.106124071 -4114959.418790472))",POINT (-6501421.605879946 -4115554.02058467),1004000045.0,COMUNA 04,5354,248,4.63,2.4226640159045725
868712,"POLYGON ((-6498282.099513505 -4114539.5325774695, -6498279.339685813 -4114560.2184332777, -6498259.1200945815 -4114685.4945000676, -6498249.616919132 -4114748.1428621756, -6498245.555278033 -4114774.295604316, -6498270.395241964 -4114777.1369456593, -6498416.362174698 -4114796.573058477, -6498422.879991529 -4114768.630747018, -6498463.796789107 -4114601.617240097, -6498473.631772532 -4114556.04707364, -6498282.099513505 -4114539.5325774695))",POINT (-6498355.584365077 -4114664.4584487053),1004000048.0,COMUNA 04,10301,420,4.08,2.625047294740825
858457,"POLYGON ((-6500185.702668287 -4113342.2827722523, -6500136.580455766 -4113645.7196140043, -6500111.632574838 -4113802.6170859374, -6500089.4112157645 -4113940.659924373, -6500100.284611772 -4113943.88271246, -6500461.508454428 -4114052.096872609, -6500373.8042981755 -4114377.49579601, -6500406.44536641 -4114385.9446016694, -6500483.198747353 -4114406.683786368, -6500528.2346431585 -4114245.830443129, -6500565.582188762 -4114110.4636383452, -6500570.244958769 -4114084.321091914, -6500593.793353941 -4114092.0140177417, -6500708.588799467 -4114124.9435901833, -6500715.601150492 -4114103.716090335, -6500757.289815731 -4113962.322714052, -6500763.704843176 -4113940.476250978, -6500807.799995544 -4113800.3425015854, -6500642.107267848 -4113762.333778101, -6500646.047088621 -4113743.496613032, -6500673.1441598 -4113603.70382676, -6500702.831524223 -4113453.5897441334, -6500540.736411779 -4113418.6865675533, -6500423.396044078 -4113393.6423348146, -6500302.425485001 -4113367.9291441985, -6500185.702668287 -4113342.2827722523))",POINT (-6500435.888628718 -4113782.11874974),1004000043.0,COMUNA 04,9222,436,4.73,2.541491955143832
843939,"POLYGON ((-6498149.172337166 -4114539.817653002, -6498129.567944187 -4114664.493478532, -6498113.467192822 -4114759.960194404, -6498202.530692434 -4114769.9400769793, -6498245.555278033 -4114774.295604316, -6498249.616919132 -4114748.1428621756, -6498259.1200945815 -4114685.4945000676, -6498279.339685813 -4114560.2184332777, -6498149.172337166 -4114539.817653002))",POINT (-6498196.597220049 -4114658.7310361476),1004000050.0,COMUNA 04,11010,498,4.52,2.909307875894988
781804,"POLYGON ((-6496435.047434019 -4113310.210530092, -6496305.357853062 -4113411.1201689183, -6496276.446045909 -4113435.03322085, -6496254.307062444 -4113452.9605393345, -6496157.167085813 -4113530.0159922563, -6496121.461795675 -4113561.1335758646, -6496080.753905561 -4113601.3141637, -6496035.023456916 -4113651.776810903, -6495994.535378367 -4113715.7383087357, -6495966.518613508 -4113759.1755171185, -6496205.527207312 -4113878.3229272244, -6496223.581418749 -4113887.7639264283, -6496330.74326049 -4113941.342000179, -6496385.349892008 -4113830.0537702264, -6496402.240100759 -4113836.426981666, -6496520.306921813 -4113741.4192303093, -6496677.706540968 -4113615.9604334747, -6496599.206173281 -4113516.5211041006, -6496587.905270886 -4113502.314098659, -6496570.058680471 -4113480.0744739054, -6496435.047434019 -4113310.210530092))",POINT (-6496330.113701551 -4113638.301457408),1004000054.0,COMUNA 04,11533,528,4.58,2.463223787167449
1010138,"POLYGON ((-6501464.350595892 -4116041.256395563, -6501456.470717302 -4116040.5211686925, -6501363.906095375 -4116020.753291127, -6501369.830615159 -4116029.9947053096, -6501405.9463461805 -4116087.891569997, -6501445.626846741 -4116150.7238536407, -6501460.443305468 -4116173.522735247, -6501495.384615997 -4116228.9621023564, -6501551.655556615 -4116317.6712417644, -6501559.959925724 -4116329.9997678334, -6501571.29881629 -4116342.376573901, -6501619.698752594 -4116391.322414273, -6501640.016442419 -4116411.769737589, -6501652.578919991 -4116423.5561841154, -6501669.437793008 -4116432.361805812, -6501706.929618286 -4116403.0763651547, -6501716.148417699 -4116395.9050024236, -6501722.29427751 -4116391.1240920024, -6501733.950272872 -4116383.3816348645, -6501740.086516953 -4116379.210390567, -6501755.412706583 -4116369.6967771035, -6501762.762740407 -4116365.544813608, -6501774.399483142 -4116359.0216700872, -6501783.57980819 -4116354.2889562794, -6501792.750527144 -4116350.1659063576, -6501800.08133872 -4116347.233263665, -6501811.082347953 -4116342.529457091, -6501818.413150122 -4116339.596804003, -6501829.394951651 -4116336.112320121, -6501870.913679881 -4116320.9163962975, -6501899.380442294 -4116325.0273582023, -6501997.640850328 -4116330.2460504407, -6502026.752938071 -4116331.9276466244, -6502182.033557518 -4116339.8787691803, -6502381.580127639 -4116350.968071721, -6502388.20400754 -4116315.7032887246, -6502396.099035987 -4116276.7998235472, -6502402.048964733 -4116245.7933097305, -6502403.396673593 -4116237.27720994, -6502404.744380209 -4116228.7611163, -6502405.379972306 -4116226.9417305943, -6502222.623886462 -4116190.506915844, -6502212.316259822 -4116189.7337333076, -6502070.715149854 -4116161.2665321208, -6502061.033624275 -4116159.283519291, -6501767.526327154 -4116101.5701972884, -6501614.396788647 -4116072.9142799773, -6501610.774686161 -4116071.637062861, -6501464.350595892 -4116041.256395563))",POINT (-6501851.891621655 -4116229.209663114),1004000055.0,COMUNA 04,7434,292,3.93,2.4274300932090545
718595,"POLYGON ((-6503543.974529101 -4112385.4164989535, -6503532.813900716 -4112517.52745156, -6503531.116280351 -4112548.5913378894, -6503676.5729574235 -4112560.631029994, -6503698.366828626 -4112564.021449345, -6503734.712107903 -4112568.249954942, -6503761.96634669 -4112571.725994409, -6503859.399243382 -4112589.1054676874, -6503879.921930994 -4112440.070963462, -6503883.249147247 -4112421.2251326097, -6503819.034195649 -4112414.1213477086, -6503747.539001237 -4112406.902893714, -6503560.933454608 -4112387.5119020767, -6503543.974529101 -4112385.4164989535))",POINT (-6503705.277931281 -4112484.0742056724),1005000061.0,COMUNA 05,11715,466,3.98,2.5268115942028984
612495,"POLYGON ((-6502722.304267499 -4110446.8761328263, -6502701.68503467 -4110601.3662928045, -6502699.550614814 -4110621.4465963664, -6502850.983621615 -4110598.846521431, -6502871.655479216 -4110596.125049819, -6502842.837119583 -4110421.350585463, -6502722.304267499 -4110446.8761328263))",POINT (-6502784.662792766 -4110526.4181063846),1005000064.0,COMUNA 05,16707,754,4.51,2.5646307327926507
809403,"POLYGON ((-6503203.6869697925 -4112725.71669942, -6503185.120544448 -4112982.0809934163, -6503153.987549392 -4113149.2435126705, -6503182.437398133 -4113153.9593086387, -6503290.757424184 -4113173.954830232, -6503312.552334542 -4113177.3462207243, -6503346.954356722 -4112994.9931546054, -6503343.011786379 -4112741.9317857916, -6503237.017998572 -4112728.6801555264, -6503203.6869697925 -4112725.71669942))",POINT (-6503261.446916793 -4112954.5417077886),1005000060.0,COMUNA 05,12272,579,4.72,2.620629370629371
469957,"POLYGON ((-6502847.86109518 -4109556.5747507745, -6502829.56015562 -4109562.9901191783, -6502720.370170964 -4109600.8820250337, -6502724.1775571145 -4109628.9773725327, -6502743.386275375 -4109758.4873888697, -6502855.686661767 -4109715.7680787207, -6503029.0118476795 -4109650.240421018, -6503052.809776847 -4109641.473429828, -6503011.619589079 -4109520.760699016, -6503007.033707365 -4109503.6236437163, -6502847.86109518 -4109556.5747507745))",POINT (-6502878.93790646 -4109627.627242619),1005000065.0,COMUNA 05,10511,508,4.83,2.4779728735148776
577222,"POLYGON ((-6504267.056718071 -4110212.1181565733, -6504247.01129732 -4110213.632950054, -6504101.243488127 -4110223.540643891, -6504114.09908618 -4110333.4517796766, -6504115.729694213 -4110345.6673600287, -6504257.252987025 -4110335.69297443, -6504282.17964557 -4110332.426023141, -6504293.733093487 -4110330.778290779, -6504457.102587887 -4110320.533665597, -6504445.921793509 -4110219.7916084956, -6504443.181514593 -4110200.854412456, -6504267.056718071 -4110212.1181565733))",POINT (-6504278.525151216 -4110272.4034218136),1005000067.0,COMUNA 05,15739,785,4.99,2.582057518958363
458779,"POLYGON ((-6504174.039059969 -4109442.1147003043, -6504184.230623625 -4109528.207584517, -6504035.306527 -4109546.596995857, -6504022.569154483 -4109546.3974321564, -6504036.456787108 -4109667.898106515, -6504179.298111814 -4109650.632221339, -6504198.129439467 -4109649.0986033385, -6504368.321610527 -4109628.601615706, -6504414.504130222 -4109623.838519113, -6504358.414082863 -4109563.2342006005, -6504333.951874394 -4109536.644852318, -6504311.167734335 -4109519.2236343054, -6504304.5713444315 -4109514.244784807, -6504236.011545954 -4109475.385779219, -6504174.039059969 -4109442.1147003043))",POINT (-6504200.271351812 -4109579.5746684615),1005000066.0,COMUNA 05,10201,490,4.8,2.504741456432278
694556,"POLYGON ((-6503274.798756373 -4110968.1921590385, -6503256.260657802 -4111145.2764186324, -6503253.008893921 -4111159.2447615615, -6503360.494385117 -4111192.6326581477, -6503396.673626007 -4111207.2213724307, -6503410.78047702 -4111119.6686882814, -6503425.788091592 -4111013.23514281, -6503427.181756246 -4111001.6758520934, -6503412.698895228 -4110996.5717956717, -6503360.198638492 -4110978.069456597, -6503347.4786877455 -4110976.6502728797, -6503274.798756373 -4110968.1921590385))",POINT (-6503340.070649641 -4111080.8663136153),1005000063.0,COMUNA 05,15545,741,4.77,2.4197002141327624
745673,"POLYGON ((-6502470.712814753 -4112099.049935631, -6502469.666804319 -4112127.0747901676, -6502466.084765741 -4112278.1990348683, -6502465.076918662 -4112303.7865101546, -6502454.954786952 -4112446.2750660814, -6502597.317795561 -4112461.9374217507, -6502610.5479368465 -4112314.620771319, -6502751.80109168 -4112323.5577311236, -6502766.188701829 -4112140.9042254146, -6502626.920063959 -4112121.6358478987, -6502496.145407605 -4112102.5000865525, -6502470.712814753 -4112099.049935631))",POINT (-6502589.625673495 -4112260.8836451448),1005000062.0,COMUNA 05,8030,362,4.51,2.658700980392157
886896,"POLYGON ((-6502851.34768895 -4114262.0165560073, -6502858.748762184 -4114409.684462013, -6502859.002737575 -4114432.248101234, -6502926.176580171 -4114444.8930424503, -6503052.17238476 -4114460.904226159, -6503053.142196309 -4114554.2073761527, -6503150.75268515 -4114561.2337741796, -6503184.098626953 -4114563.5884684944, -6503208.939737026 -4114566.41879561, -6503210.931474068 -4114555.475080394, -6503212.375779693 -4114501.8419624693, -6503212.083031899 -4114481.7164629195, -6503210.690879143 -4114454.2570132553, -6503205.664773657 -4114309.6746690967, -6503140.235585226 -4114301.936774702, -6503117.812736005 -4114299.7542038546, -6503048.16469831 -4114290.1201370023, -6503019.6930105975 -4114286.622559232, -6502917.951848871 -4114272.2134985286, -6502851.34768895 -4114262.0165560073))",POINT (-6503050.865590269 -4114399.7964714896),1005000058.0,COMUNA 05,10885,518,4.76,2.5193495265541377
836050,"POLYGON ((-6503711.554224769 -4113432.361930932, -6503705.63807873 -4113461.533079535, -6503683.73650293 -4113581.904135686, -6503842.944108991 -4113608.1815748373, -6503837.691839701 -4113633.7055981555, -6503817.810699489 -4113741.307099104, -6503950.218884903 -4113773.8692145236, -6503954.247967235 -4113748.9353174423, -6503976.109160606 -4113630.999997208, -6503980.716465201 -4113607.904502343, -6504003.26905853 -4113484.494389618, -6503870.72189309 -4113461.0766418227, -6503711.554224769 -4113432.361930932))",POINT (-6503859.329286171 -4113579.095167236),1005000059.0,COMUNA 05,10370,537,5.18,2.6109563602599812
626428,"POLYGON ((-6507908.427244409 -4110545.223073393, -6507832.880373887 -4110685.4739011982, -6507902.525672497 -4110734.084357756, -6507823.29136092 -4110877.328588669, -6507730.347840775 -4111044.1358891097, -6507833.45232442 -4111087.166119548, -6507856.962948499 -4111097.279281325, -6507919.986096784 -4110942.8119748943, -6507981.738727515 -4110791.9840993253, -6508039.086193561 -4110651.4522808706, -6508016.900499385 -4110634.045941627, -6507976.747828736 -4110601.1263931105, -6507908.427244409 -4110545.223073393))",POINT (-6507893.473412364 -4110822.780586403),1006000072.0,COMUNA 06,10797,533,4.94,2.5605501985252412
591200,"POLYGON ((-6505431.300765581 -4110413.1265485724, -6505379.004399209 -4110499.4733587815, -6505377.753648732 -4110501.8919577217, -6505369.670706979 -4110514.566026059, -6505370.004995841 -4110532.2471042275, -6505368.774891977 -4110612.0745334784, -6505367.676219354 -4110683.371259907, -6505367.394503829 -4110701.6525436756, -6505523.93674528 -4110701.647763498, -6505523.499015651 -4110690.66955746, -6505524.6905240435 -4110613.279013146, -6505525.919525065 -4110533.4515221207, -6505689.122718865 -4110534.157385885, -6505689.059737053 -4110498.80465289, -6505674.576395272 -4110493.703741468, -6505548.407429882 -4110452.126322757, -6505526.682615548 -4110444.474713587, -6505431.300765581 -4110413.1265485724))",POINT (-6505479.153298937 -4110556.7006739276),1006000068.0,COMUNA 06,15756,732,4.65,2.6078891758628786
666023,"POLYGON ((-6506803.153039021 -4111245.6534928177, -6506735.5579691995 -4111380.541826692, -6506701.111220527 -4111450.719447747, -6506665.413433059 -4111523.316347021, -6506785.84075248 -4111584.30302852, -6506803.303430038 -4111593.1064073993, -6506865.323700369 -4111624.5415408355, -6506874.684331971 -4111607.617829132, -6506933.955255733 -4111501.2472675503, -6506942.055833703 -4111487.3520885943, -6506985.399902624 -4111509.9644489908, -6507005.86799698 -4111520.6424671956, -6507085.565848168 -4111387.7658578823, -6507016.928911526 -4111352.5733290073, -6506947.676462302 -4111317.980565678, -6506803.153039021 -4111245.6534928177))",POINT (-6506862.5004020715 -4111435.1837445153),1006000073.0,COMUNA 06,13841,670,4.84,2.551618659189396
758894,"POLYGON ((-6505952.545216451 -4112384.6121788034, -6505904.5326907225 -4112547.2452524076, -6505995.452847613 -4112593.7670405935, -6506044.4795705015 -4112483.5757025345, -6506050.379749896 -4112455.015080296, -6506054.9729151465 -4112432.53043371, -6506032.684045766 -4112421.8215874503, -6505970.00842073 -4112393.417498905, -6505952.545216451 -4112384.6121788034))",POINT (-6505979.484830165 -4112488.800344473),1006000071.0,COMUNA 06,24706,915,3.7,2.5399525316455698
806468,"POLYGON ((-6506619.797608752 -4112719.86627699, -6506558.519682515 -4112877.425079522, -6506612.135931079 -4112903.248649326, -6506672.379836432 -4112932.2225788473, -6506698.2920864895 -4112944.205884295, -6506758.355030899 -4112786.6266116435, -6506638.465990745 -4112729.2990750964, -6506619.797608752 -4112719.86627699))",POINT (-6506658.6342689395 -4112832.307830909),1006000074.0,COMUNA 06,19296,692,3.59,2.589778534923339
723188,"POLYGON ((-6504411.438925017 -4111466.3495005714, -6504410.473397763 -4111489.4978083964, -6504407.709007489 -4111550.4111364917, -6504401.065555414 -4111744.1512660184, -6504426.337535911 -4111757.9572246047, -6504484.114438683 -4111788.7300011585, -6504491.903741047 -4111599.2739393506, -6504631.430505196 -4111680.0889921477, -6504651.852747844 -4111615.1836878383, -6504659.481553193 -4111592.748727597, -6504661.405253808 -4111586.073504737, -6504646.949334888 -4111579.142477766, -6504495.850173572 -4111501.195291515, -6504411.580587432 -4111457.208278578, -6504411.438925017 -4111466.3495005714))",POINT (-6504496.753168438 -4111610.1376779075),1006000069.0,COMUNA 06,22541,820,3.64,2.7414364640883977
648768,"POLYGON ((-6506143.015132472 -4110649.6875599953, -6506108.175587638 -4110705.8336858125, -6506078.9635410365 -4110751.0956594385, -6506056.573667648 -4110786.7109585158, -6506004.317595725 -4110870.626080479, -6506093.507902174 -4110910.4083013684, -6506137.492002142 -4110930.5945079066, -6506196.539020542 -4110957.718634531, -6506242.949996983 -4110977.9420781913, -6506239.163700078 -4110829.1571266484, -6506236.282318154 -4110700.502378133, -6506206.1854844075 -4110684.7985658706, -6506164.078103454 -4110660.9850038225, -6506143.015132472 -4110649.6875599953))",POINT (-6506151.214145798 -4110817.337470322),1006000070.0,COMUNA 06,20657,886,4.29,2.6114749348015067
731333,"POLYGON ((-6507629.541621137 -4111647.881329233, -6507570.710627243 -4111805.468737491, -6507594.8940595165 -4111811.326353541, -6507713.162521507 -4111855.2031275453, -6507770.060669475 -4111704.899543924, -6507629.541621137 -4111647.881329233))",POINT (-6507670.6843947815 -4111752.56753635),1007000080.0,COMUNA 07,10634,461,4.34,2.6274755927475595
761422,"POLYGON ((-6508716.453324707 -4112041.239035004, -6508675.140215528 -4112124.733483812, -6508606.908779162 -4112262.6822014013, -6508622.563122609 -4112270.8460868676, -6508671.43855733 -4112289.270722669, -6508827.717878936 -4112348.3483999036, -6508977.968615838 -4112404.8939245557, -6509031.350860476 -4112245.3787178355, -6509006.706125119 -4112229.76320492, -6508893.732863314 -4112156.108606017, -6508777.1762168845 -4112078.741122456, -6508750.123874653 -4112061.8693710403, -6508716.453324707 -4112041.239035004))",POINT (-6508821.015515754 -4112234.16978567),1007000079.0,COMUNA 07,10081,416,4.13,2.5905803291759213
784701,"POLYGON ((-6507361.3868500125 -4112361.2539795735, -6507300.662944343 -4112523.0879693897, -6507483.336080001 -4112602.0996408053, -6507545.438051879 -4112628.658143289, -6507633.35896013 -4112473.9446819727, -6507570.034916632 -4112447.9778895364, -6507361.3868500125 -4112361.2539795735))",POINT (-6507461.262718513 -4112495.745885422),1007000081.0,COMUNA 07,9812,404,4.12,2.6940330697340045
834715,"POLYGON ((-6507599.833149646 -4113759.8002088857, -6507539.841172817 -4113913.1308237338, -6507534.1387781715 -4113928.895328876, -6507483.599686666 -4114059.2043494764, -6507503.49389215 -4114068.045999572, -6507629.0298174815 -4114114.483297964, -6507686.474044878 -4113969.03646723, -6507746.464373757 -4113815.7042560475, -6507731.369020542 -4113810.5950437034, -6507599.833149646 -4113759.8002088857))",POINT (-6507614.6039068755 -4113937.451393007),1007000083.0,COMUNA 07,16294,558,3.42,2.808988764044944
841551,"POLYGON ((-6504938.606463319 -4113949.0696006157, -6504930.030461271 -4113993.4437411604, -6504929.930537149 -4114039.1696792394, -6504928.368317061 -4114061.7042746684, -6504922.549150169 -4114084.7822072525, -6504917.233086385 -4114114.5747877415, -6504894.144557409 -4114194.695920502, -6504864.050958157 -4114296.0482433937, -6504951.119126955 -4114317.5273582623, -6504987.404700072 -4114326.019626974, -6505006.130761226 -4114331.7991076955, -6505032.735848828 -4114338.3111271947, -6505146.430291914 -4114129.122923, -6505152.686422009 -4114117.0262790797, -6505179.559396611 -4114066.839480714, -6505217.655288843 -4113997.317236569, -6505113.514370145 -4113981.0620853924, -6504938.606463319 -4113949.0696006157))",POINT (-6505022.592042721 -4114132.727436908),1007000076.0,COMUNA 07,13226,509,3.85,2.647403685092127
844358,"POLYGON ((-6508254.600518741 -4113446.097575841, -6508201.423045872 -4113590.996434825, -6508195.041010914 -4113611.627896025, -6508332.085236532 -4113659.450897408, -6508351.418870401 -4113665.2337292396, -6508413.486576471 -4113494.253023767, -6508394.153197851 -4113488.470394738, -6508254.600518741 -4113446.097575841))",POINT (-6508303.802552717 -4113554.605534444),1007000082.0,COMUNA 07,11311,451,3.99,2.6669976594084686
891754,"POLYGON ((-6507000.934418354 -4114188.3492045295, -6506993.989592408 -4114205.923784138, -6506947.307376611 -4114321.659635199, -6506893.072210485 -4114454.961969686, -6506838.200935544 -4114590.084964044, -6506784.57925294 -4114722.7896026513, -6506797.192092678 -4114731.5206423947, -6506906.535259134 -4114805.1573626017, -6506963.422934615 -4114657.258103475, -6506970.330852173 -4114642.1212228695, -6506990.559423727 -4114589.3862465923, -6507022.801504929 -4114505.130750489, -6507075.21499005 -4114371.7991054603, -6507081.543686074 -4114354.8244450996, -6507127.636496536 -4114237.859166918, -6507000.934418354 -4114188.3492045295))",POINT (-6506954.2966126725 -4114491.482274791),1007000085.0,COMUNA 07,6089,218,3.58,2.6016207455429496
911465,"POLYGON ((-6504325.92492985 -4114750.4192622043, -6504323.839653694 -4114767.4593130993, -6504299.865762954 -4114904.276191573, -6504295.267950827 -4114926.7648551855, -6504188.806356403 -4114903.146314906, -6504170.060886858 -4114898.5843518926, -6504164.846522541 -4114921.6730320984, -6504139.921755669 -4115041.403351997, -6504115.641142263 -4115158.7059242036, -6504110.417059311 -4115182.404712857, -6504174.553302314 -4115195.605217956, -6504214.491557054 -4115203.5481725433, -6504238.082860437 -4115208.795868419, -6504314.925389222 -4115224.633700781, -6504368.167242846 -4115235.8332599434, -6504388.762272232 -4115238.594690733, -6504392.753199049 -4115216.095871814, -6504410.641251999 -4115119.4237928707, -6504413.9968837835 -4115098.7445312026, -6504417.361955304 -4115077.455697236, -6504436.81293091 -4114958.2484322046, -6504440.850902843 -4114932.7021401166, -6504453.571526008 -4114856.073089701, -6504463.57171291 -4114798.3039505943, -6504466.879884198 -4114780.6732137986, -6504325.92492985 -4114750.4192622043))",POINT (-6504301.762519891 -4115018.1313537112),1007000077.0,COMUNA 07,10301,417,4.05,2.600558659217877
