,geometry,centroide,CODIGO_CIRCUITO,NOMBRE_REGION,VOTOS_TOTALES_PRES,VOTOS_FIT_PRES,PORCENTAJE_FIT_PRES,ESPERANZA_EDAD_AGRUPADA
190180,"POLYGON ((-6500524.584685242 -4105895.228118146, -6500481.880837865 -4105910.996088519, -6500440.66922555 -4105909.119166591, -6500426.733128321 -4105908.287227075, -6500411.5843608 -4105907.435891271, -6500381.912465115 -4105904.5246360013, -6500302.559648797 -4105898.3819613643, -6500023.093495619 -4106081.5634019766, -6499890.70097913 -4106169.0052789645, -6499664.556024282 -4106316.4793965127, -6499415.072404632 -4106481.854399747, -6499212.163741131 -4106464.577867451, -6499155.967871089 -4106375.3268933627, -6499153.033226243 -4106369.1868135687, -6499150.088869752 -4106363.655864456, -6499153.285805416 -4106353.349487538, -6499156.453591879 -4106344.870499855, -6499163.278938205 -4106335.2318149717, -6499171.894199063 -4106327.44978576, -6499184.137867095 -4106320.335424299, -6499273.088456863 -4106257.182683114, -6500090.028217842 -4105685.3979314547, -6500092.521147259 -4105681.1730972165, -6500093.820752324 -4105675.710663971, -6500093.282063376 -4105671.4373018923, -6500091.530729378 -4105667.1445289473, -6500078.674769086 -4105636.476358678, -6500060.352338774 -4105606.329979837, -6500045.984298353 -4105594.524280002, -6500035.734870618 -4105590.7046948923, -6500021.77021556 -4105591.699555592, -6500019.4995942395 -4105581.915294156, -6500014.745711011 -4105575.7467293837, -6500011.204467424 -4105569.597586878, -6500008.25987821 -4105564.0672448147, -6500007.692226676 -4105561.621184095, -6500004.66064265 -4105561.5726310774, -6500004.228323296 -4105550.599351109, -6500003.170355738 -4105540.8345436957, -6500003.296020528 -4105532.9164237096, -6499999.196814595 -4105523.712162896, -6499990.169763863 -4105519.302898959, -6499978.74646681 -4105513.027527499, -6499972.077011575 -4105512.920693958, -6499965.994533742 -4105514.04173871, -6499949.027407924 -4105513.1606867993, -6499930.866998423 -4105511.042011046, -6499914.515866673 -4105509.5615372984, -6499901.186636294 -4105508.738705495, -6499881.803945434 -4105507.2096033245, -6499858.822077384 -4105503.185821783, -6499833.366597355 -4105502.168534862, -6499804.311954343 -4105498.6565279947, -6499792.79200992 -4105498.4718159875, -6499786.064499943 -4105502.0193736847, -6499779.395056893 -4105501.9124256247, -6499775.141187264 -4105502.45344938, -6499764.862904254 -4105500.460903419, -6499755.132859089 -4105502.1325737135, -6499743.6709961835 -4105498.293309963, -6499732.1510552205 -4105498.1085355445, -6499721.305199007 -4105493.6698927805, -6499710.381894053 -4105494.1039050976, -6499699.516685345 -4105490.883408888, -6499680.721008603 -4105490.581855178, -6499658.30683165 -4105489.0037295446, -6499631.061540825 -4105486.12954968, -6499617.116371205 -4105485.905734285, -6499597.127462925 -4105484.3664129465, -6499577.773940696 -4105481.009543689, -6499559.57491148 -4105481.326602878, -6499534.754916653 -4105478.4911298715, -6499509.338318262 -4105475.036784099, -6499498.43441735 -4105474.2524260553, -6499485.095581298 -4105474.038184725, -6499466.406598778 -4105467.0363795767, -6499446.427449814 -4105464.8877124344, -6499420.952729322 -4105465.087655901, -6499400.347887609 -4105464.147326406, -6499383.400309207 -4105462.0472632167, -6499367.665357229 -4105459.966664871, -6499342.248864289 -4105456.511948138, -6499324.665893146 -4105456.2292917375, -6499300.471747376 -4105452.1848965716, -6499278.067430728 -4105449.996939003, -6499255.056815585 -4105447.799186285, -6499232.652519485 -4105445.6111391746, -6499212.067158547 -4105443.452307991, -6499186.631341553 -4105441.2154031466, -6499167.894058129 -4105437.2585200327, -6499141.216513576 -4105436.8292378117, -6499124.239896488 -4105436.5560251283, -6499117.00306018 -4105434.0026127854, -6499103.174564173 -4105426.4692237433, -6499089.91353183 -4105421.3818929023, -6499072.320918654 -4105421.707920205, -6499063.245750936 -4105420.3433492417, -6499048.723544118 -4105418.281836324, -6499034.211061696 -4105415.61122803, -6499028.783460845 -4105413.6961298417, -6499012.267398427 -4105422.5686692647, -6499000.044062134 -4105428.4641558873, -6498990.265384158 -4105433.1805374473, -6498981.083284246 -4105438.5157560846, -6498973.123513073 -4105443.261423596, -6498968.204997011 -4105447.4468417116, -6498964.47964888 -4105452.8699503015, -6498960.7154069375 -4105460.729376923, -6498958.789531945 -4105467.3999496885, -6498955.563530167 -4105479.532712455, -6498954.840545502 -4105486.831910564, -6498950.343572752 -4105502.599645626, -6498951.352007592 -4105515.409899181, -6498952.4187832875 -4105524.565670598, -6498952.272935511 -4105533.7019141307, -6498952.65561454 -4105547.7206027596, -6498951.131841903 -4105567.191768591, -6498951.5923061315 -4105576.3378140475, -6498947.173078032 -4105587.2329813526, -6498944.533893666 -4105600.5938084037, -6498943.674757289 -4105616.4203052972, -6498940.497311846 -4105625.507779929, -6498938.56166941 -4105632.787532738, -6498934.71954996 -4105645.519783684, -6498929.06818888 -4105657.613649997, -6498908.492245435 -4105654.8451191136, -6498905.431472987 -4105656.6235356634, -6498901.793559329 -4105656.5649120566, -6498876.36707638 -4105653.718156039, -6498858.235887445 -4105649.770444015, -6498822.511754931 -4105646.1483329926, -6498778.915249845 -4105641.7899189214, -6498775.287076049 -4105641.122165997, -6498772.2554872455 -4105641.073278021, -6498768.01126301 -4105641.004833477, -6498764.383090228 -4105640.337077089, -6498760.754917916 -4105639.6693195817, -6498758.329647337 -4105639.6302061304, -6498754.095158081 -4105638.952668083, -6498748.638299835 -4105638.86465885, -6498746.222764157 -4105638.2164545953, -6498742.584859005 -4105638.157779522, -6498737.137736507 -4105637.46067657, -6498731.680879393 -4105637.3726591077, -6498728.659027724 -4105636.714671307, -6498725.011387602 -4105637.265078595, -6498722.586117927 -4105637.2259574244, -6498717.716106412 -4105638.365889655, -6498714.674782827 -4105638.926074228, -6498712.249512903 -4105638.886950798, -6498709.198452358 -4105640.0562220537, -6498706.763445523 -4105640.626185604, -6498703.712383983 -4105641.7954555023, -6498698.832631687 -4105643.544468152, -6498695.771831263 -4105645.3228245303, -6498693.327085232 -4105646.501873819, -6498690.8823387055 -4105647.680922675, -6498687.20548017 -4105650.0585837853, -6498684.144676224 -4105651.83693788, -6498682.3062457815 -4105653.025767807, -6498679.8517585285 -4105654.8139037075, -6498674.942781715 -4105658.3901746566, -6498670.659597895 -4105660.758049304, -6498655.316583282 -4105672.086157305, -6498649.185212866 -4105676.251943501, -6498629.558952907 -4105689.9479003022, -6498586.619646673 -4105720.3264883026, -6498575.57918748 -4105728.0684998184, -6498557.165395487 -4105741.783962902, -6498541.215836163 -4105753.10219765, -6498524.043850892 -4105765.0099312873, -6498511.174586104 -4105773.331626794, -6498504.417288496 -4105778.705764745, -6498479.265507308 -4105796.5771049163, -6498463.32554463 -4105807.286181243, -6498447.991878506 -4105818.0050396244, -6498436.951231016 -4105825.746974166, -6498433.900093315 -4105826.9161867946, -6498418.576126111 -4105837.0259235143, -6498400.200985115 -4105848.3048525825, -6498390.392441371 -4105854.84815873, -6498386.0993709685 -4105857.825059574, -6498381.80629833 -4105860.8019594727, -6498371.987977964 -4105867.9543553526, -6498366.462728419 -4105872.1298509445, -6498363.38230372 -4105875.1263476727, -6498359.685791926 -4105878.722143591, -6498356.585851094 -4105882.9368403917, -6498352.889334565 -4105886.53263637, -6498351.031318832 -4105888.9396347795, -6498345.457266837 -4105896.1606310564, -6498342.3475587275 -4105900.9844311276, -6498340.479781126 -4105904.000531946, -6498338.612002509 -4105907.016633218, -6498336.128134408 -4105910.632034528, -6498333.614991904 -4105916.074741954, -6498332.334025523 -4105920.3188516176, -6498331.092089155 -4105922.1265535345, -6498329.791605402 -4105927.588870066, -6498328.491120302 -4105933.0511890193, -6498327.23942387 -4105935.467995371, -6498325.899904166 -4105943.366730853, -6498325.244780746 -4105946.402445267, -6498324.589656947 -4105949.4381604427, -6498324.5506242225 -4105951.8745753607, -6498323.895499871 -4105954.9102919353, -6498323.220858591 -4105959.164217567, -6498322.546216749 -4105963.418144727, -6498322.477908424 -4105967.681876366, -6498321.822782457 -4105970.7175969826, -6498321.744715321 -4105975.590436376, -6498321.705681703 -4105978.0268568555, -6498321.0407963805 -4105981.6716855196, -6498320.98224561 -4105985.326318369, -6498331.867002709 -4105987.330085085, -6498332.600189782 -4105979.42151604, -6498332.6489788825 -4105976.3759900033, -6498333.3821644345 -4105968.4674284724, -6498333.440710919 -4105964.8128008274, -6498334.08607569 -4105962.386185351, -6498334.154379532 -4105958.1224554726, -6498335.445107611 -4105953.2692277194, -6498336.100228768 -4105950.233510796, -6498335.552441096 -4105946.5690868064, -6498336.217319308 -4105942.924268283, -6498336.872439565 -4105939.888554043, -6498338.133891908 -4105936.8626425746, -6498338.8085259795 -4105932.608724139, -6498341.947516283 -4105925.957604492, -6498343.2089656005 -4105922.9316960527, -6498343.85432559 -4105920.5050887824, -6498345.115773744 -4105917.47918154, -6498346.993309358 -4105913.853974575, -6498348.861086976 -4105910.8378700507, -6498352.596639166 -4105904.805662369, -6498356.322430967 -4105899.3825575565, -6498359.412620467 -4105895.7769557736, -6498365.573481911 -4105889.78395398, -6498370.5216774065 -4105883.771351588, -6498374.208432264 -4105880.7846505456, -6498376.682526387 -4105877.7783495686, -6498379.127354075 -4105876.5993484017, -6498382.188265421 -4105874.8210464213, -6498387.107181717 -4105870.6357427696, -6498392.632423217 -4105866.460237241, -6498396.925495342 -4105863.4833316836, -6498402.431222309 -4105860.526021862, -6498407.330618062 -4105857.55891198, -6498439.19125632 -4105837.359015117, -6498453.908879584 -4105827.2394538284, -6498466.778247186 -4105818.9177883742, -6498475.98039082 -4105812.364639117, -6498483.960123052 -4105806.400994708, -6498491.930098185 -4105801.046443609, -6498518.910591828 -4105782.595347819, -6498551.425875795 -4105759.3595709554, -6498567.99150188 -4105747.442010884, -6498587.011613013 -4105733.7363110073, -6498600.496843203 -4105724.815248517, -6498637.324225629 -4105697.384199712, -6498644.68773281 -4105692.019800746, -6498658.788927935 -4105682.49939176, -6498670.445345257 -4105674.1580190007, -6498675.970388011 -4105669.9824386523, -6498680.263312582 -4105667.00547058, -6498685.162553669 -4105664.0382840363, -6498687.617042176 -4105662.2501455625, -6498690.687586143 -4105659.862699774, -6498694.364447245 -4105657.4850355564, -6498698.637887923 -4105655.7262412575, -6498702.305009055 -4105653.957664065, -6498705.972129069 -4105652.1890859082, -6498709.023193242 -4105651.019814415, -6498711.458202239 -4105650.449849923, -6498715.105847156 -4105649.8994465824, -6498717.540855648 -4105649.3294808036, -6498727.8677340625 -4105648.277569965, -6498735.76933891 -4105647.1865312015, -6498735.085139123 -4105652.049461536, -6498739.309896874 -4105653.3360966383, -6498745.450957624 -4105648.5611791136, -6498764.814202965 -4105651.31045054, -6498786.612465263 -4105653.4897083053, -6498814.464192915 -4105656.375769533, -6498867.145830311 -4105661.489735238, -6498866.451957599 -4105666.9617716363, -6498865.728899395 -4105674.261081724, -6498864.350878205 -4105684.596078092, -6498863.666730745 -4105689.4590340774, -6498863.608360315 -4105693.113582049, -6498862.933940355 -4105697.367449927, -6498862.865841089 -4105701.631092286, -6498867.716411169 -4105701.709274676, -6498871.344610803 -4105702.3770020166, -6498871.402978878 -4105698.72245095, -6498871.461346878 -4105695.0679010544, -6498871.500258833 -4105692.6315351077, -6498872.184403172 -4105687.76857718, -6498872.849091079 -4105684.123803143, -6498872.897730498 -4105681.0783486986, -6498872.985281315 -4105675.5965327425, -6498873.7083349535 -4105668.2972211754, -6498874.411932013 -4105662.216093745, -6498876.289255369 -4105658.590871917, -6498907.778941319 -4105661.535335234, -6498907.7205856135 -4105665.189874966, -6498957.370721968 -4105670.254569948, -6498961.527453109 -4105675.804758795, -6498960.042563842 -4105692.8397777793, -6498955.104484255 -4105698.2434618156, -6498964.189581274 -4105698.9990689624, -6498950.694931551 -4105708.5296531064, -6498916.967934382 -4105731.746980074, -6498647.312618273 -4105907.128724005, -6498644.251737313 -4105908.9071047264, -6498643.000110161 -4105911.323943697, -6498641.7387414845 -4105914.3498856546, -6498636.763820706 -4105959.9641755274, -6498637.301965844 -4105964.2376977224, -6498639.082005071 -4105966.7034766558, -6498640.245968847 -4105969.768575762, -6498642.651826912 -4105971.0259296573, -6498645.047944574 -4105972.8923889664, -6498648.676215234 -4105973.5602069716, -6498655.345903396 -4105973.667842938, -6498660.186845721 -4105974.3552270383, -6499224.564097379 -4106029.1434444045, -6499226.989456647 -4106029.1824609786, -6499230.001736683 -4106030.4494517883, -6499232.397968017 -4106032.3157987157, -6499233.552391819 -4106035.9899701755, -6499232.029008217 -4106055.4620232736, -6499230.122597935 -4106060.9147688737, -6499227.677812301 -4106062.0939768376, -6499171.253347667 -4106101.3979165503, -6499042.472979485 -4106190.106452833, -6499040.018426945 -4106191.894750077, -6499037.563873638 -4106193.683047038, -6499035.128760572 -4106194.2531062937, -6499032.097019754 -4106194.204281288, -6499029.065278987 -4106194.155455463, -6498399.274016593 -4106133.4252921115, -6498332.664103212 -4106126.8651599777, -6498324.732855644 -4106129.783286827, -6498085.533027128 -4106295.901166154, -6497803.411288747 -4106490.5661840606, -6497801.553055077 -4106492.9732114165, -6497796.437380544 -4106547.1171954037, -6497797.004591303 -4106549.5635653688, -6497798.774742204 -4106552.6387361437, -6497801.786986584 -4106553.906169234, -6497804.818807363 -4106553.955332484, -6498388.007011099 -4106609.7033487847, -6498391.029098429 -4106610.3614930795, -6498393.435061075 -4106611.6189750405, -6498393.982892617 -4106615.2836119356, -6498391.79304362 -4106638.401531597, -6498391.147647563 -4106640.8282935573, -6498388.673383003 -4106643.8347935877, -6498293.0155635495 -4106708.701933045, -6498197.943501892 -4106774.7966927253, -6498147.683239466 -4106807.4951587818, -6498161.27825483 -4106829.6502762865, -6498288.007411096 -4107021.197172372, -6498387.941951857 -4106954.5695293774, -6498404.490026735 -4106943.869340522, -6498814.0575081045 -4106972.417118559, -6498866.800631848 -4106936.099299183, -6499150.138801053 -4106740.809960352, -6499173.36573578 -4106729.6070108446, -6499191.673617404 -4106722.589991504, -6499210.578141324 -4106716.1918495996, -6499230.0501756575 -4106712.240021674, -6499248.915821094 -4106708.27840605, -6499268.965078922 -4106706.1637066947, -6499288.388537787 -4106705.2575122784, -6499307.792580345 -4106705.5695775175, -6499329.006048399 -4106706.5200072103, -6499347.158523366 -4106709.249091359, -6499395.610449053 -4106713.6838213564, -6499421.087987554 -4106713.4840094512, -6499436.266816085 -4106712.509339028, -6499445.372172325 -4106712.0463563725, -6499457.538510796 -4106709.8046414945, -6499469.6951464275 -4106708.172060965, -6499494.5372085655 -4106709.7897807895, -6499507.290520814 -4106708.776048019, -6499513.363987732 -4106708.264306, -6499520.659903996 -4106707.162893287, -6499533.422906913 -4106705.5399834006, -6499545.002235886 -4106702.0701400586, -6499558.40068809 -4106698.6294994224, -6499559.632828536 -4106697.4306811257, -6499570.009082046 -4106693.3321912615, -6499573.060349765 -4106692.162583627, -6499582.223841582 -4106688.0446097516, -6499584.668730594 -4106686.8652627985, -6499588.33606318 -4106685.0962415603, -6499825.764610581 -4106705.9664651696, -6499856.112534853 -4106704.6251513846, -6499915.08908605 -4106657.4356710897, -6499987.73414195 -4106589.7489237133, -6500052.043833467 -4106512.1799118957, -6500086.418520704 -4106448.145446383, -6500107.759664794 -4106402.7904751194, -6500130.95835948 -4106355.0282348334, -6500161.9428967675 -4106313.4835760654, -6500213.630204362 -4106266.78670428, -6500274.980116991 -4106222.6814333773, -6500343.393467856 -4106192.09298852, -6500400.025343952 -4106177.7663425617, -6500309.299813226 -4106047.1502978075, -6500362.611333416 -4106012.6650970895, -6500392.640436368 -4105993.0392898773, -6500453.9399416875 -4105951.9795704563, -6500483.362391016 -4105932.3439260395, -6500524.584685242 -4105895.228118146))",POINT (-6499141.2732711695 -4106236.5892771087),1002000020.0,COMUNA 02,7172,131,1.83,2.6840231419670673
715774,"POLYGON ((-6500777.106066869 -4111099.2710875487, -6500775.285533611 -4111137.6430869126, -6500772.7316341 -4111260.730402775, -6500793.327971578 -4111262.8878310835, -6500943.000752286 -4111275.6382788005, -6500970.270051925 -4111277.9018091336, -6501093.877569766 -4111289.0154775004, -6501095.494983858 -4111263.4401760935, -6501100.1254411945 -4111162.3293220075, -6501102.445653465 -4111130.6700847605, -6500980.659709073 -4111119.5857417616, -6500954.6040241225 -4111117.341629102, -6500812.241635325 -4111102.879608639, -6500777.106066869 -4111099.2710875487))",POINT (-6500935.730107518 -4111194.914003212),1003000038.0,COMUNA 03,9115,382,4.19,2.5169263836646962
783082,"POLYGON ((-6500092.972342171 -4113067.06291642, -6500083.309821497 -4113216.881544135, -6500080.850567685 -4113257.0792538025, -6500076.935744519 -4113312.4951987895, -6500075.276840926 -4113340.5128872893, -6500185.702668287 -4113342.2827722523, -6500302.425485001 -4113367.9291441985, -6500313.421969378 -4113248.6123252446, -6500318.481366072 -4113197.4824740463, -6500269.394434474 -4113193.038548425, -6500281.418124446 -4113123.731051028, -6500220.8424844025 -4113116.6643754793, -6500224.2050443785 -4113095.990251972, -6500227.538567244 -4113077.144634988, -6500092.972342171 -4113067.06291642))",POINT (-6500189.484868636 -4113222.9016515454),1003000042.0,COMUNA 03,12151,537,4.42,2.5027794935145153
488979,"POLYGON ((-6502204.856130103 -4109396.488315701, -6502237.273012907 -4109573.1337960106, -6502166.818984183 -4109578.1130196042, -6502026.517322503 -4109588.0797463665, -6502075.490397123 -4109753.411081034, -6502080.103636644 -4109768.7208966594, -6502267.627738897 -4109726.589519992, -6502282.858286496 -4109722.5642726, -6502424.766019413 -4109687.631513274, -6502422.607153864 -4109670.532355603, -6502407.9585814355 -4109559.9881688016, -6502385.224398573 -4109384.7153686523, -6502204.856130103 -4109396.488315701))",POINT (-6502253.356102479 -4109591.4410547963),1003000030.0,COMUNA 03,7996,307,3.84,2.3617094606238154
500585,"POLYGON ((-6501340.637472939 -4109531.4803195344, -6501333.888760352 -4109536.248608183, -6501328.800464818 -4109666.5920737707, -6501344.608948702 -4109664.405715882, -6501423.641686315 -4109654.082904328, -6501401.318023059 -4109492.2214274816, -6501340.637472939 -4109531.4803195344))",POINT (-6501373.98393414 -4109590.2954511973),1003000031.0,COMUNA 03,8885,342,3.85,2.384738812622571
717635,"POLYGON ((-6501188.079061464 -4111894.596585453, -6501177.883642949 -4112040.7349534715, -6501332.334173443 -4112059.043676518, -6501308.398325241 -4112191.5544164614, -6501449.00326087 -4112202.935796558, -6501518.972003493 -4111960.2113159946, -6501375.740265407 -4111923.186742181, -6501357.5980583755 -4111919.2405417534, -6501340.043304188 -4111916.522830796, -6501188.079061464 -4111894.596585453))",POINT (-6501355.045367725 -4112032.274504392),1003000037.0,COMUNA 03,8264,368,4.45,2.5239583333333333
643354,"POLYGON ((-6501285.299407411 -4110501.504780156, -6501278.092017038 -4110650.720520689, -6501277.861345143 -4110665.3452440123, -6501293.016596148 -4110666.195978574, -6501427.026020857 -4110671.375623871, -6501444.598076548 -4110672.8741069883, -6501451.899306658 -4110517.5643293303, -6501433.740109217 -4110514.8375273477, -6501299.838244042 -4110502.95518663, -6501285.299407411 -4110501.504780156))",POINT (-6501364.090089472 -4110588.9423722145),1003000034.0,COMUNA 03,10017,404,4.03,2.4936003303055325
714246,"POLYGON ((-6500470.818751402 -4111397.3225064473, -6500465.313315842 -4111553.281692151, -6500499.2465370735 -4111556.26257302, -6500602.866251987 -4111565.233688412, -6500627.7192382 -4111566.8499461063, -6500628.192030231 -4111536.9888767186, -6500629.59229414 -4111410.2228631307, -6500470.818751402 -4111397.3225064473))",POINT (-6500548.437020582 -4111482.349946616),1003000039.0,COMUNA 03,9584,419,4.37,2.543848167539267
522941,"POLYGON ((-6500592.491490661 -4109614.6290183817, -6500576.70711396 -4109768.5712363794, -6500575.897984757 -4109781.3571464703, -6500588.635431008 -4109781.5606496152, -6500720.746640445 -4109790.984134152, -6500735.900651342 -4109791.8355180006, -6500744.7128492 -4109618.2786918352, -6500592.491490661 -4109614.6290183817))",POINT (-6500662.637020906 -4109702.2182098916),1003000032.0,COMUNA 03,7971,328,4.11,2.4038128249566726
536789,"POLYGON ((-6501883.144979732 -4110063.633161732, -6501927.843031546 -4110230.7327281325, -6502031.247522275 -4110214.087185646, -6502050.705674988 -4110211.3480814975, -6502041.970710823 -4110188.0489391875, -6502029.334293981 -4110142.746362193, -6502025.270137986 -4110131.1016559135, -6502000.3936557695 -4110053.9120297236, -6501883.144979732 -4110063.633161732))",POINT (-6501965.128845058 -4110140.7192763137),1003000033.0,COMUNA 03,6477,290,4.48,2.453544693967415
696239,"POLYGON ((-6501729.401729185 -4110850.5038948967, -6501726.603971055 -4110912.631417831, -6501724.499075399 -4110969.2844768534, -6501722.422914041 -4111024.1096639414, -6501772.724030885 -4111027.955934429, -6501912.101923368 -4111039.310593306, -6502013.879463511 -4111049.4579993705, -6502047.195550103 -4111053.0337797822, -6502078.691808268 -4111056.5806243755, -6502171.418248686 -4111063.5354867685, -6502209.5873903 -4111067.1876518438, -6502364.7193868095 -4111080.0052507953, -6502369.328818421 -4110902.0938555626, -6502352.950347535 -4110901.83473442, -6502231.117384326 -4110893.811179813, -6502214.132326151 -4110893.542251742, -6502041.903254958 -4110887.7662060037, -6502023.136681562 -4110885.0306341704, -6501729.401729185 -4110850.5038948967))",POINT (-6502048.502665706 -4110967.0910487454),1003000035.0,COMUNA 03,9320,435,4.67,2.4847560975609757
873854,"POLYGON ((-6501605.828069316 -4113804.521716539, -6501589.817468174 -4113934.7406172035, -6501750.806104052 -4113963.5158107695, -6501763.2126815375 -4113830.8003269434, -6501605.828069316 -4113804.521716539))",POINT (-6501677.573357376 -4113883.6884217826),1004000044.0,COMUNA 04,7296,351,4.81,2.5506057353166693
952805,"POLYGON ((-6502790.188866867 -4115106.1418628506, -6502758.903924366 -4115243.453454531, -6502765.321553552 -4115260.0184720373, -6502703.623788807 -4115246.2385856514, -6502644.950855081 -4115233.1159579535, -6502605.042442326 -4115223.3385662735, -6502477.409592583 -4115195.099994458, -6502453.809700408 -4115190.458221774, -6502433.244032845 -4115185.864424469, -6502448.91173 -4115231.844507299, -6502472.105302257 -4115301.1149532916, -6502498.796885309 -4115379.5876818253, -6502510.986446888 -4115415.1472984576, -6502522.048382354 -4115445.2012050273, -6502533.08170593 -4115477.0840566447, -6502553.442615427 -4115533.5056668934, -6502572.695093088 -4115583.2023911886, -6502723.258423207 -4115542.897969447, -6502851.262028955 -4115508.942991364, -6502851.1548381 -4115438.207260077, -6502850.62201845 -4115355.8796148077, -6502851.62357244 -4115291.8697722536, -6502850.61018675 -4115279.048682933, -6502848.250889708 -4115158.27845212, -6502847.647662011 -4115119.2444008607, -6502790.188866867 -4115106.1418628506))",POINT (-6502674.125578908 -4115362.763755158),1004000057.0,COMUNA 04,14664,636,4.34,2.5204066881896594
923986,"POLYGON ((-6496851.325634596 -4115526.6161285327, -6496789.136515257 -4115656.0927304337, -6496715.811458566 -4115610.990710154, -6496579.967771612 -4115528.279784631, -6496389.427896745 -4115412.354956848, -6496382.607986182 -4115458.585681731, -6496371.061844962 -4115496.8121881005, -6496361.44494276 -4115528.3628915804, -6496356.979454019 -4115541.7047931235, -6496353.051563649 -4115559.3239315446, -6496342.540856453 -4115608.5436809673, -6496344.651723181 -4115628.091131172, -6496363.480976403 -4115702.182834517, -6496369.968437187 -4115713.8749167104, -6496376.544919999 -4115720.080414575, -6496382.56400429 -4115723.227869706, -6496444.097268929 -4115746.797058943, -6496465.159255909 -4115758.1178561924, -6496485.535357204 -4115774.3056922886, -6496508.975452897 -4115788.7142803418, -6496606.895570358 -4115851.904463648, -6496588.812545194 -4115881.488545191, -6496594.78238487 -4115887.6840895703, -6496704.080973913 -4115998.0144380825, -6496714.190428356 -4116010.98542526, -6496743.951541782 -4116047.4499498815, -6496786.0624493 -4116108.50841727, -6496774.970916255 -4116118.69390312, -6496795.866178549 -4116140.3784416593, -6496802.679976564 -4116131.9524594643, -6496868.736035665 -4116176.327545998, -6496933.035649572 -4116179.2067070818, -6497002.885941952 -4116176.687791973, -6497043.635567531 -4116171.8643368124, -6497079.214831027 -4116186.4702774426, -6497087.439264405 -4116165.870927595, -6497107.0367257 -4116155.213987981, -6497109.45438877 -4116155.8632202316, -6497100.548246628 -4116143.521845272, -6497083.214811371 -4116126.774396667, -6497055.420805005 -4116081.1955333124, -6497053.6297442075 -4116079.3369085635, -6497027.8536956245 -4116021.595079827, -6496980.525158502 -4115870.2032814454, -6496980.401316988 -4115840.3214988685, -6496953.934953456 -4115750.2507946286, -6496949.168833103 -4115744.684945053, -6496946.213425636 -4115739.758432594, -6496905.424323115 -4115597.013709235, -6496919.287707196 -4115565.5316325133, -6496897.638464936 -4115552.9827468, -6496878.993909692 -4115542.3122102497, -6496851.325634596 -4115526.6161285327))",POINT (-6496729.865291372 -4115805.131914273),1004000052.0,COMUNA 04,9377,410,4.37,2.182327317983821
916935,"POLYGON ((-6500283.351014787 -4114684.5672645424, -6500235.930820648 -4114842.338834052, -6500031.573119383 -4114792.1127303964, -6499985.620094577 -4114781.0099811885, -6499951.784012566 -4114771.3209869624, -6499941.758687453 -4114943.7166196685, -6499931.484887142 -4115093.5499806255, -6499972.439071395 -4115113.719371892, -6500109.211273912 -4115177.4987147595, -6500101.037376202 -4115348.101077199, -6500335.84883853 -4115468.9400681066, -6500755.503600188 -4115685.4175738376, -6501101.107239479 -4115864.1151575125, -6501113.215811839 -4115866.1376495124, -6501097.196090218 -4115919.5443055676, -6501095.279108598 -4115925.6117179934, -6501107.917546605 -4115932.521071045, -6501106.6652535 -4115934.9402964185, -6501128.86925538 -4115951.149179353, -6501135.4871202 -4115954.913508552, -6501152.344873795 -4115963.719511218, -6501178.8645763 -4115975.7285352997, -6501184.914114693 -4115977.0445769303, -6501203.081997944 -4115979.773386658, -6501213.976955243 -4115981.776447823, -6501229.726960633 -4115983.8568756385, -6501231.7112770295 -4115973.521869762, -6501240.968158964 -4115925.495175464, -6501246.921029403 -4115894.49033571, -6501252.507652452 -4115848.2348607825, -6501262.891434997 -4115805.7147624986, -6501277.464963226 -4115728.5035739546, -6501304.713810343 -4115578.930708398, -6501322.590391244 -4115484.6998832333, -6501339.166365123 -4115395.9370267782, -6501353.122285937 -4115319.328436204, -6501162.46695848 -4115284.582986076, -6501025.079944338 -4115259.2210185714, -6500865.895622032 -4115230.4605914643, -6500850.1660427535 -4115227.16061166, -6500712.935018267 -4115192.041295322, -6500563.009693271 -4115153.668598611, -6500413.085452372 -4115115.2940523266, -6500472.9523974825 -4114899.7913491502, -6500480.6788593 -4114871.866832684, -6500514.79230802 -4114749.245469851, -6500480.339335118 -4114740.1579649015, -6500283.351014787 -4114684.5672645424))",POINT (-6500647.217332486 -4115326.3119455483),1004000046.0,COMUNA 04,4894,223,4.56,2.4263225074457524
