NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_JXC_COM6,PORCENTAJE_JXC_COM6
COMUNA 06,1006000068,15971,6834,42.79
COMUNA 06,1006000069,22510,11542,51.27
COMUNA 06,1006000070,20649,9296,45.02
COMUNA 06,1006000071,24697,12220,49.48
COMUNA 06,1006000072,10778,4236,39.3
COMUNA 06,1006000073,13819,5908,42.75
COMUNA 06,1006000074,19208,9946,51.78
