NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_NULO_COM12,PORCENTAJE_NULO_COM12
COMUNA 12,1012000124,13313,125,0.94
COMUNA 12,1012000125,17353,183,1.05
COMUNA 12,1012000126,14554,128,0.88
COMUNA 12,1012000127,19326,151,0.78
COMUNA 12,1012000128,15845,131,0.83
COMUNA 12,1012000129,20568,195,0.95
COMUNA 12,1012000130,13754,104,0.76
COMUNA 12,1012000131,4533,48,1.06
COMUNA 12,1012000132,15858,165,1.04
COMUNA 12,1012000133,16354,147,0.9
