NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_FDT_COM9,PORCENTAJE_FDT_COM9
COMUNA 09,1009000091,6709,3621,53.97
COMUNA 09,1009000092,10729,3761,35.05
COMUNA 09,1009000093,6648,2616,39.35
COMUNA 09,1009000094,9223,3771,40.89
COMUNA 09,1009000095,15014,5472,36.45
COMUNA 09,1009000096,8483,3367,39.69
COMUNA 09,1009000097,10987,4568,41.58
COMUNA 09,1009000098,16030,5576,34.78
COMUNA 09,1009000099,8722,2727,31.27
COMUNA 09,1009000100,11109,3503,31.53
COMUNA 09,1009000101,13413,4422,32.97
