NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_FIT_COM14,PORCENTAJE_FIT_COM14
COMUNA 14,1014000148,17051,499,2.93
COMUNA 14,1014000149,19261,489,2.54
COMUNA 14,1014000150,9680,150,1.55
COMUNA 14,1014000151,19465,432,2.22
COMUNA 14,1014000152,15310,450,2.94
COMUNA 14,1014000153,17560,742,4.23
COMUNA 14,1014000154,20177,898,4.45
COMUNA 14,1014000155,18362,805,4.38
COMUNA 14,1014000156,7548,410,5.43
COMUNA 14,1014000157,12382,629,5.08
