NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM2,VOTOS_FDT_COM2,PORCENTAJE_FDT_COM2
COMUNA 02,1002000020,6931,1291,18.63
COMUNA 02,1002000021,8068,759,9.41
COMUNA 02,1002000022,11853,2276,19.2
COMUNA 02,1002000023,14732,2824,19.17
COMUNA 02,1002000024,9629,1490,15.47
COMUNA 02,1002000025,9404,1241,13.2
COMUNA 02,1002000026,12209,1451,11.88
COMUNA 02,1002000027,9253,1950,21.07
COMUNA 02,1002000028,13158,3287,24.98
COMUNA 02,1002000029,8608,2139,24.85
