NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_JXC_COM10,PORCENTAJE_JXC_COM10
COMUNA 10,1010000102,10499,4573,43.56
COMUNA 10,1010000103,10303,4328,42.01
COMUNA 10,1010000104,10041,3959,39.43
COMUNA 10,1010000105,14911,6287,42.16
COMUNA 10,1010000106,9289,3723,40.08
COMUNA 10,1010000107,15420,6351,41.19
COMUNA 10,1010000108,9718,3857,39.69
COMUNA 10,1010000109,15178,6101,40.2
COMUNA 10,1010000110,8078,3009,37.25
COMUNA 10,1010000111,8912,3493,39.19
COMUNA 10,1010000112,6586,2523,38.31
