NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_BLANCO_COM11,PORCENTAJE_BLANCO_COM11
COMUNA 11,1011000113,10199,691,6.78
COMUNA 11,1011000114,13502,994,7.36
COMUNA 11,1011000115,9354,707,7.56
COMUNA 11,1011000116,13520,906,6.7
COMUNA 11,1011000117,14847,1045,7.04
COMUNA 11,1011000118,11621,709,6.1
COMUNA 11,1011000119,14655,922,6.29
COMUNA 11,1011000120,15195,878,5.78
COMUNA 11,1011000121,12446,871,7.0
COMUNA 11,1011000122,10531,528,5.01
COMUNA 11,1011000123,11586,791,6.83
