NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_RECURRIDO_COM6,PORCENTAJE_RECURRIDO_COM6
COMUNA 06,1006000068,15971,7,0.04
COMUNA 06,1006000069,22510,12,0.05
COMUNA 06,1006000070,20649,5,0.02
COMUNA 06,1006000071,24697,3,0.01
COMUNA 06,1006000072,10778,5,0.05
COMUNA 06,1006000073,13819,9,0.07
COMUNA 06,1006000074,19208,2,0.01
