NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_CF_COM11,PORCENTAJE_CF_COM11
COMUNA 11,1011000113,10199,918,9.0
COMUNA 11,1011000114,13502,1148,8.5
COMUNA 11,1011000115,9354,722,7.72
COMUNA 11,1011000116,13520,1071,7.92
COMUNA 11,1011000117,14847,1233,8.3
COMUNA 11,1011000118,11621,949,8.17
COMUNA 11,1011000119,14655,1301,8.88
COMUNA 11,1011000120,15195,1342,8.83
COMUNA 11,1011000121,12446,1147,9.22
COMUNA 11,1011000122,10531,739,7.02
COMUNA 11,1011000123,11586,1037,8.95
