NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_BLANCO_COM12,PORCENTAJE_BLANCO_COM12
COMUNA 12,1012000124,13313,1338,10.05
COMUNA 12,1012000125,17353,1596,9.2
COMUNA 12,1012000126,14554,1387,9.53
COMUNA 12,1012000127,19326,1665,8.62
COMUNA 12,1012000128,15845,1537,9.7
COMUNA 12,1012000129,20568,1946,9.46
COMUNA 12,1012000130,13754,1257,9.14
COMUNA 12,1012000131,4533,445,9.82
COMUNA 12,1012000132,15858,1455,9.18
COMUNA 12,1012000133,16354,1448,8.85
