NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_BLANCO_COM5,PORCENTAJE_BLANCO_COM5
COMUNA 05,1005000058,10786,1044,9.68
COMUNA 05,1005000059,10341,1051,10.16
COMUNA 05,1005000060,12579,1275,10.14
COMUNA 05,1005000061,11661,1031,8.84
COMUNA 05,1005000062,8014,847,10.57
COMUNA 05,1005000063,15490,1514,9.77
COMUNA 05,1005000064,16659,1547,9.29
COMUNA 05,1005000065,10473,919,8.77
COMUNA 05,1005000066,10170,942,9.26
COMUNA 05,1005000067,15729,1471,9.35
