NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_IMPUGNADO_COM10,PORCENTAJE_IMPUGNADO_COM10
COMUNA 10,1010000102,10499,0,0.0
COMUNA 10,1010000103,10303,1,0.01
COMUNA 10,1010000104,10041,0,0.0
COMUNA 10,1010000105,14911,7,0.05
COMUNA 10,1010000106,9289,2,0.02
COMUNA 10,1010000107,15420,0,0.0
COMUNA 10,1010000108,9718,17,0.17
COMUNA 10,1010000109,15178,2,0.01
COMUNA 10,1010000110,8078,0,0.0
COMUNA 10,1010000111,8912,2,0.02
COMUNA 10,1010000112,6586,0,0.0
