NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_JXC_COM15,PORCENTAJE_JXC_COM15
COMUNA 15,1015000158,20229,6343,31.36
COMUNA 15,1015000159,12576,3747,29.79
COMUNA 15,1015000160,23273,7358,31.62
COMUNA 15,1015000161,21115,6086,28.82
COMUNA 15,1015000162,17799,4406,24.75
COMUNA 15,1015000163,13958,3430,24.57
COMUNA 15,1015000164,11766,3320,28.22
COMUNA 15,1015000165,20932,6857,32.76
COMUNA 15,1015000166,17805,5263,29.56
COMUNA 15,1015000167,13789,4716,34.2
