NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_FDT_COM14,PORCENTAJE_FDT_COM14
COMUNA 14,1014000148,17051,2742,16.08
COMUNA 14,1014000149,19261,2985,15.5
COMUNA 14,1014000150,9680,925,9.56
COMUNA 14,1014000151,19465,2959,15.2
COMUNA 14,1014000152,15310,2676,17.48
COMUNA 14,1014000153,17560,4129,23.51
COMUNA 14,1014000154,20177,5434,26.93
COMUNA 14,1014000155,18362,5302,28.87
COMUNA 14,1014000156,7548,2457,32.55
COMUNA 14,1014000157,12382,4029,32.54
