NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_CF_COM15,PORCENTAJE_CF_COM15
COMUNA 15,1015000158,20229,1120,5.54
COMUNA 15,1015000159,12576,643,5.11
COMUNA 15,1015000160,23273,1345,5.78
COMUNA 15,1015000161,21115,1181,5.59
COMUNA 15,1015000162,17799,869,4.88
COMUNA 15,1015000163,13958,574,4.11
COMUNA 15,1015000164,11766,538,4.57
COMUNA 15,1015000165,20932,1079,5.15
COMUNA 15,1015000166,17805,954,5.36
COMUNA 15,1015000167,13789,889,6.45
