NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_CF_COM8,PORCENTAJE_CF_COM8
COMUNA 08,1008000087,23462,1244,5.3
COMUNA 08,1008000088,14267,1152,8.07
COMUNA 08,1008000089,35916,2456,6.84
COMUNA 08,1008000090,34111,2273,6.66
