NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_BLANCO_COM14,PORCENTAJE_BLANCO_COM14
COMUNA 14,1014000148,17051,830,4.87
COMUNA 14,1014000149,19261,937,4.86
COMUNA 14,1014000150,9680,357,3.69
COMUNA 14,1014000151,19465,834,4.28
COMUNA 14,1014000152,15310,766,5.0
COMUNA 14,1014000153,17560,996,5.67
COMUNA 14,1014000154,20177,1129,5.6
COMUNA 14,1014000155,18362,1089,5.93
COMUNA 14,1014000156,7548,497,6.58
COMUNA 14,1014000157,12382,796,6.43
