NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_ULD_COM6,PORCENTAJE_ULD_COM6
COMUNA 06,1006000068,15971,467,2.92
COMUNA 06,1006000069,22510,695,3.09
COMUNA 06,1006000070,20649,627,3.04
COMUNA 06,1006000071,24697,807,3.27
COMUNA 06,1006000072,10778,337,3.13
COMUNA 06,1006000073,13819,375,2.71
COMUNA 06,1006000074,19208,641,3.34
