NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_JXC_COM12,PORCENTAJE_JXC_COM12
COMUNA 12,1012000124,13313,5485,41.2
COMUNA 12,1012000125,17353,7785,44.86
COMUNA 12,1012000126,14554,6361,43.71
COMUNA 12,1012000127,19326,10398,53.8
COMUNA 12,1012000128,15845,7278,45.93
COMUNA 12,1012000129,20568,10046,48.84
COMUNA 12,1012000130,13754,6647,48.33
COMUNA 12,1012000131,4533,2086,46.02
COMUNA 12,1012000132,15858,7030,44.33
COMUNA 12,1012000133,16354,7966,48.71
