NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_NULO_COM15,PORCENTAJE_NULO_COM15
COMUNA 15,1015000158,20229,179,0.88
COMUNA 15,1015000159,12576,89,0.71
COMUNA 15,1015000160,23273,173,0.74
COMUNA 15,1015000161,21115,159,0.75
COMUNA 15,1015000162,17799,113,0.63
COMUNA 15,1015000163,13958,74,0.53
COMUNA 15,1015000164,11766,142,1.21
COMUNA 15,1015000165,20932,148,0.71
COMUNA 15,1015000166,17805,116,0.65
COMUNA 15,1015000167,13789,107,0.78
