NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_RECURRIDO_COM8,PORCENTAJE_RECURRIDO_COM8
COMUNA 08,1008000087,23462,33,0.14
COMUNA 08,1008000088,14267,3,0.02
COMUNA 08,1008000089,35916,5,0.01
COMUNA 08,1008000090,34111,10,0.03
