NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_CF_COM9,PORCENTAJE_CF_COM9
COMUNA 09,1009000091,6709,352,5.25
COMUNA 09,1009000092,10729,874,8.15
COMUNA 09,1009000093,6648,541,8.14
COMUNA 09,1009000094,9223,727,7.88
COMUNA 09,1009000095,15014,1238,8.25
COMUNA 09,1009000096,8483,743,8.76
COMUNA 09,1009000097,10987,829,7.55
COMUNA 09,1009000098,16030,1581,9.86
COMUNA 09,1009000099,8722,881,10.1
COMUNA 09,1009000100,11109,994,8.95
COMUNA 09,1009000101,13413,1134,8.45
