NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_NULO_COM14,PORCENTAJE_NULO_COM14
COMUNA 14,1014000148,17051,111,0.65
COMUNA 14,1014000149,19261,102,0.53
COMUNA 14,1014000150,9680,36,0.37
COMUNA 14,1014000151,19465,122,0.63
COMUNA 14,1014000152,15310,93,0.61
COMUNA 14,1014000153,17560,136,0.77
COMUNA 14,1014000154,20177,208,1.03
COMUNA 14,1014000155,18362,166,0.9
COMUNA 14,1014000156,7548,66,0.87
COMUNA 14,1014000157,12382,90,0.73
