NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_FIT_COM15,PORCENTAJE_FIT_COM15
COMUNA 15,1015000158,20229,859,4.25
COMUNA 15,1015000159,12576,522,4.15
COMUNA 15,1015000160,23273,1012,4.35
COMUNA 15,1015000161,21115,893,4.23
COMUNA 15,1015000162,17799,721,4.05
COMUNA 15,1015000163,13958,535,3.83
COMUNA 15,1015000164,11766,529,4.5
COMUNA 15,1015000165,20932,839,4.01
COMUNA 15,1015000166,17805,674,3.79
COMUNA 15,1015000167,13789,526,3.81
