NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_IMPUGNADO_COM11,PORCENTAJE_IMPUGNADO_COM11
COMUNA 11,1011000113,10199,0,0.0
COMUNA 11,1011000114,13502,1,0.01
COMUNA 11,1011000115,9354,0,0.0
COMUNA 11,1011000116,13520,1,0.01
COMUNA 11,1011000117,14847,0,0.0
COMUNA 11,1011000118,11621,0,0.0
COMUNA 11,1011000119,14655,0,0.0
COMUNA 11,1011000120,15195,4,0.03
COMUNA 11,1011000121,12446,1,0.01
COMUNA 11,1011000122,10531,0,0.0
COMUNA 11,1011000123,11586,13,0.11
