NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_BLANCO_COM6,PORCENTAJE_BLANCO_COM6
COMUNA 06,1006000068,15971,1035,6.48
COMUNA 06,1006000069,22510,1271,5.65
COMUNA 06,1006000070,20649,1342,6.5
COMUNA 06,1006000071,24697,1422,5.76
COMUNA 06,1006000072,10778,754,7.0
COMUNA 06,1006000073,13819,882,6.38
COMUNA 06,1006000074,19208,1109,5.77
