NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_FDT_COM15,PORCENTAJE_FDT_COM15
COMUNA 15,1015000158,20229,9880,48.84
COMUNA 15,1015000159,12576,6574,52.27
COMUNA 15,1015000160,23273,11294,48.53
COMUNA 15,1015000161,21115,10976,51.98
COMUNA 15,1015000162,17799,10168,57.13
COMUNA 15,1015000163,13958,8264,59.21
COMUNA 15,1015000164,11766,6220,52.86
COMUNA 15,1015000165,20932,10202,48.74
COMUNA 15,1015000166,17805,9356,52.55
COMUNA 15,1015000167,13789,6398,46.4
