NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_JXC_COM14,PORCENTAJE_JXC_COM14
COMUNA 14,1014000148,17051,11018,64.62
COMUNA 14,1014000149,19261,12838,66.65
COMUNA 14,1014000150,9680,7418,76.63
COMUNA 14,1014000151,19465,13331,68.49
COMUNA 14,1014000152,15310,9876,64.51
COMUNA 14,1014000153,17560,9624,54.81
COMUNA 14,1014000154,20177,10328,51.19
COMUNA 14,1014000155,18362,8968,48.84
COMUNA 14,1014000156,7548,3241,42.94
COMUNA 14,1014000157,12382,5436,43.9
