NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_BLANCO_COM10,PORCENTAJE_BLANCO_COM10
COMUNA 10,1010000102,10499,789,7.52
COMUNA 10,1010000103,10303,748,7.26
COMUNA 10,1010000104,10041,764,7.61
COMUNA 10,1010000105,14911,1075,7.21
COMUNA 10,1010000106,9289,683,7.35
COMUNA 10,1010000107,15420,973,6.31
COMUNA 10,1010000108,9718,698,7.18
COMUNA 10,1010000109,15178,1232,8.12
COMUNA 10,1010000110,8078,574,7.11
COMUNA 10,1010000111,8912,757,8.49
COMUNA 10,1010000112,6586,502,7.62
