NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_JXC_COM5,PORCENTAJE_JXC_COM5
COMUNA 05,1005000058,10786,3921,36.35
COMUNA 05,1005000059,10341,3704,35.82
COMUNA 05,1005000060,12579,4784,38.03
COMUNA 05,1005000061,11661,5272,45.21
COMUNA 05,1005000062,8014,3095,38.62
COMUNA 05,1005000063,15490,6571,42.42
COMUNA 05,1005000064,16659,7040,42.26
COMUNA 05,1005000065,10473,4515,43.11
COMUNA 05,1005000066,10170,4237,41.66
COMUNA 05,1005000067,15729,6611,42.03
