NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_FIT_COM10,PORCENTAJE_FIT_COM10
COMUNA 10,1010000102,10499,403,3.84
COMUNA 10,1010000103,10303,419,4.07
COMUNA 10,1010000104,10041,441,4.39
COMUNA 10,1010000105,14911,670,4.49
COMUNA 10,1010000106,9289,403,4.34
COMUNA 10,1010000107,15420,689,4.47
COMUNA 10,1010000108,9718,509,5.24
COMUNA 10,1010000109,15178,773,5.09
COMUNA 10,1010000110,8078,372,4.61
COMUNA 10,1010000111,8912,426,4.78
COMUNA 10,1010000112,6586,315,4.78
