NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_FDT_COM5,PORCENTAJE_FDT_COM5
COMUNA 05,1005000058,10786,4073,37.76
COMUNA 05,1005000059,10341,3919,37.9
COMUNA 05,1005000060,12579,4504,35.81
COMUNA 05,1005000061,11661,3620,31.04
COMUNA 05,1005000062,8014,2868,35.79
COMUNA 05,1005000063,15490,5011,32.35
COMUNA 05,1005000064,16659,5610,33.68
COMUNA 05,1005000065,10473,3444,32.88
COMUNA 05,1005000066,10170,3376,33.2
COMUNA 05,1005000067,15729,5174,32.89
