NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_IMPUGNADO_COM5,PORCENTAJE_IMPUGNADO_COM5
COMUNA 05,1005000058,10786,0,0.0
COMUNA 05,1005000059,10341,0,0.0
COMUNA 05,1005000060,12579,0,0.0
COMUNA 05,1005000061,11661,0,0.0
COMUNA 05,1005000062,8014,2,0.02
COMUNA 05,1005000063,15490,4,0.03
COMUNA 05,1005000064,16659,2,0.01
COMUNA 05,1005000065,10473,1,0.01
COMUNA 05,1005000066,10170,0,0.0
COMUNA 05,1005000067,15729,7,0.04
