NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_IMPUGNADO_COM12,PORCENTAJE_IMPUGNADO_COM12
COMUNA 12,1012000124,13313,0,0.0
COMUNA 12,1012000125,17353,2,0.01
COMUNA 12,1012000126,14554,1,0.01
COMUNA 12,1012000127,19326,3,0.02
COMUNA 12,1012000128,15845,0,0.0
COMUNA 12,1012000129,20568,0,0.0
COMUNA 12,1012000130,13754,0,0.0
COMUNA 12,1012000131,4533,3,0.07
COMUNA 12,1012000132,15858,34,0.21
COMUNA 12,1012000133,16354,0,0.0
