NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_BLANCO_COM8,PORCENTAJE_BLANCO_COM8
COMUNA 08,1008000087,23462,2114,9.01
COMUNA 08,1008000088,14267,943,6.61
COMUNA 08,1008000089,35916,3026,8.43
COMUNA 08,1008000090,34111,2611,7.65
