NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_RECURRIDO_COM11,PORCENTAJE_RECURRIDO_COM11
COMUNA 11,1011000113,10199,6,0.06
COMUNA 11,1011000114,13502,3,0.02
COMUNA 11,1011000115,9354,2,0.02
COMUNA 11,1011000116,13520,4,0.03
COMUNA 11,1011000117,14847,3,0.02
COMUNA 11,1011000118,11621,3,0.03
COMUNA 11,1011000119,14655,6,0.04
COMUNA 11,1011000120,15195,3,0.02
COMUNA 11,1011000121,12446,3,0.02
COMUNA 11,1011000122,10531,1,0.01
COMUNA 11,1011000123,11586,10,0.09
