NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM2,VOTOS_FIT_COM2,PORCENTAJE_FIT_COM2
COMUNA 02,1002000020,6931,147,2.12
COMUNA 02,1002000021,8068,115,1.43
COMUNA 02,1002000022,11853,378,3.19
COMUNA 02,1002000023,14732,435,2.95
COMUNA 02,1002000024,9629,245,2.54
COMUNA 02,1002000025,9404,213,2.26
COMUNA 02,1002000026,12209,215,1.76
COMUNA 02,1002000027,9253,307,3.32
COMUNA 02,1002000028,13158,506,3.85
COMUNA 02,1002000029,8608,357,4.15
