NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM12,VOTOS_FIT_COM12,PORCENTAJE_FIT_COM12
COMUNA 12,1012000124,13313,611,4.59
COMUNA 12,1012000125,17353,822,4.74
COMUNA 12,1012000126,14554,716,4.92
COMUNA 12,1012000127,19326,757,3.92
COMUNA 12,1012000128,15845,763,4.82
COMUNA 12,1012000129,20568,879,4.27
COMUNA 12,1012000130,13754,630,4.58
COMUNA 12,1012000131,4533,219,4.83
COMUNA 12,1012000132,15858,734,4.63
COMUNA 12,1012000133,16354,773,4.73
