NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM2,VOTOS_CF_COM2,PORCENTAJE_CF_COM2
COMUNA 02,1002000020,6931,258,3.72
COMUNA 02,1002000021,8068,247,3.06
COMUNA 02,1002000022,11853,651,5.49
COMUNA 02,1002000023,14732,833,5.65
COMUNA 02,1002000024,9629,449,4.66
COMUNA 02,1002000025,9404,379,4.03
COMUNA 02,1002000026,12209,462,3.78
COMUNA 02,1002000027,9253,508,5.49
COMUNA 02,1002000028,13158,800,6.08
COMUNA 02,1002000029,8608,547,6.35
