NOMBRE_REGION,VOTOS_TOTALES_COM6,VOTOS_FIT_COM6,PORCENTAJE_FIT_COM6,VOTOS_CF_COM6,PORCENTAJE_CF_COM6,VOTOS_FDT_COM6,PORCENTAJE_FDT_COM6,VOTOS_JXC_COM6,PORCENTAJE_JXC_COM6,VOTOS_NULO_COM6,PORCENTAJE_NULO_COM6,VOTOS_RECURRIDO_COM6,PORCENTAJE_RECURRIDO_COM6,VOTOS_IMPUGNADO_COM6,PORCENTAJE_IMPUGNADO_COM6,VOTOS_BLANCO_COM6,PORCENTAJE_BLANCO_COM6,VOTOS_OTROS_COM6,PORCENTAJE_OTROS_COM6
COMUNA 06,127632,6263,4.91,9631,7.55,36518,28.61,59982,47.0,1092,0.86,43,0.03,8,0.01,7815,6.12,6280,4.85
