NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_FIT_COM5,PORCENTAJE_FIT_COM5
COMUNA 05,1005000058,10786,573,5.31
COMUNA 05,1005000059,10341,600,5.8
COMUNA 05,1005000060,12579,691,5.49
COMUNA 05,1005000061,11661,554,4.75
COMUNA 05,1005000062,8014,418,5.22
COMUNA 05,1005000063,15490,853,5.51
COMUNA 05,1005000064,16659,838,5.03
COMUNA 05,1005000065,10473,565,5.39
COMUNA 05,1005000066,10170,579,5.69
COMUNA 05,1005000067,15729,918,5.84
