NOMBRE_REGION,VOTOS_TOTALES_COM9,VOTOS_FIT_COM9,PORCENTAJE_FIT_COM9,VOTOS_CF_COM9,PORCENTAJE_CF_COM9,VOTOS_FDT_COM9,PORCENTAJE_FDT_COM9,VOTOS_JXC_COM9,PORCENTAJE_JXC_COM9,VOTOS_NULO_COM9,PORCENTAJE_NULO_COM9,VOTOS_RECURRIDO_COM9,PORCENTAJE_RECURRIDO_COM9,VOTOS_IMPUGNADO_COM9,PORCENTAJE_IMPUGNADO_COM9,VOTOS_BLANCO_COM9,PORCENTAJE_BLANCO_COM9
COMUNA 09,117067,4870,4.16,9894,8.45,43404,37.08,43687,37.32,1177,1.01,33,0.03,35,0.03,8164,6.97
