NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_JXC_COM8,PORCENTAJE_JXC_COM8
COMUNA 08,1008000087,23462,5490,23.4
COMUNA 08,1008000088,14267,5393,37.8
COMUNA 08,1008000089,35916,11472,31.94
COMUNA 08,1008000090,34111,10313,30.23
