NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_JXC_COM9,PORCENTAJE_JXC_COM9
COMUNA 09,1009000091,6709,1424,21.23
COMUNA 09,1009000092,10729,3983,37.12
COMUNA 09,1009000093,6648,2323,34.94
COMUNA 09,1009000094,9223,3111,33.73
COMUNA 09,1009000095,15014,5730,38.16
COMUNA 09,1009000096,8483,2872,33.86
COMUNA 09,1009000097,10987,3712,33.79
COMUNA 09,1009000098,16030,6397,39.91
COMUNA 09,1009000099,8722,3769,43.21
COMUNA 09,1009000100,11109,4739,42.66
COMUNA 09,1009000101,13413,5627,41.95
