NOMBRE_REGION,VOTOS_TOTALES_COM4,VOTOS_FIT_COM4,PORCENTAJE_FIT_COM4,VOTOS_CF_COM4,PORCENTAJE_CF_COM4,VOTOS_FDT_COM4,PORCENTAJE_FDT_COM4,VOTOS_JXC_COM4,PORCENTAJE_JXC_COM4,VOTOS_NULO_COM4,PORCENTAJE_NULO_COM4,VOTOS_RECURRIDO_COM4,PORCENTAJE_RECURRIDO_COM4,VOTOS_IMPUGNADO_COM4,PORCENTAJE_IMPUGNADO_COM4,VOTOS_BLANCO_COM4,PORCENTAJE_BLANCO_COM4,VOTOS_OTROS_COM4,PORCENTAJE_OTROS_COM4
COMUNA 04,191843,6094,3.18,8838,4.61,109214,56.93,48059,25.05,1945,1.01,61,0.03,49,0.03,14975,7.81,2608,1.5
