NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_RECURRIDO_COM14,PORCENTAJE_RECURRIDO_COM14
COMUNA 14,1014000148,17051,3,0.02
COMUNA 14,1014000149,19261,0,0.0
COMUNA 14,1014000150,9680,8,0.08
COMUNA 14,1014000151,19465,9,0.05
COMUNA 14,1014000152,15310,5,0.03
COMUNA 14,1014000153,17560,7,0.04
COMUNA 14,1014000154,20177,5,0.02
COMUNA 14,1014000155,18362,2,0.01
COMUNA 14,1014000156,7548,0,0.0
COMUNA 14,1014000157,12382,1,0.01
