NOMBRE_REGION,CODIGO_CIRCUITO,P03
COMUNA 13,1013000134.0,47.67498745609634
COMUNA 13,1013000135.0,44.560844577711144
COMUNA 13,1013000136.0,46.588737535032266
COMUNA 13,1013000137.0,46.145309381237524
COMUNA 13,1013000138.0,47.407656077763306
COMUNA 13,1013000139.0,46.401408450704224
COMUNA 13,1013000140.0,45.689655172413794
COMUNA 13,1013000141.0,43.87522281639929
COMUNA 13,1013000142.0,49.72126847877921
COMUNA 13,1013000143.0,47.64975961538462
COMUNA 13,1013000144.0,51.96393688955673
COMUNA 13,1013000145.0,48.537750385208014
COMUNA 13,1013000146.0,44.132773750476915
COMUNA 13,1013000147.0,48.28798185941043
