NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_IMPUGNADO_COM9,PORCENTAJE_IMPUGNADO_COM9
COMUNA 09,1009000091,6709,0,0.0
COMUNA 09,1009000092,10729,0,0.0
COMUNA 09,1009000093,6648,0,0.0
COMUNA 09,1009000094,9223,0,0.0
COMUNA 09,1009000095,15014,0,0.0
COMUNA 09,1009000096,8483,0,0.0
COMUNA 09,1009000097,10987,2,0.02
COMUNA 09,1009000098,16030,1,0.01
COMUNA 09,1009000099,8722,0,0.0
COMUNA 09,1009000100,11109,2,0.02
COMUNA 09,1009000101,13413,30,0.22
