NOMBRE_REGION,VOTOS_TOTALES_COM14,VOTOS_FIT_COM14,PORCENTAJE_FIT_COM14,VOTOS_CF_COM14,PORCENTAJE_CF_COM14,VOTOS_FDT_COM14,PORCENTAJE_FDT_COM14,VOTOS_JXC_COM14,PORCENTAJE_JXC_COM14,VOTOS_NULO_COM14,PORCENTAJE_NULO_COM14,VOTOS_RECURRIDO_COM14,PORCENTAJE_RECURRIDO_COM14,VOTOS_IMPUGNADO_COM14,PORCENTAJE_IMPUGNADO_COM14,VOTOS_BLANCO_COM14,PORCENTAJE_BLANCO_COM14
COMUNA 14,156796,5504,3.51,8662,5.52,33638,21.45,92078,58.72,1130,0.72,40,0.03,41,0.03,8231,5.25
