NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM14,VOTOS_CF_COM14,PORCENTAJE_CF_COM14
COMUNA 14,1014000148,17051,959,5.62
COMUNA 14,1014000149,19261,1065,5.53
COMUNA 14,1014000150,9680,317,3.27
COMUNA 14,1014000151,19465,861,4.42
COMUNA 14,1014000152,15310,694,4.53
COMUNA 14,1014000153,17560,1077,6.13
COMUNA 14,1014000154,20177,1217,6.03
COMUNA 14,1014000155,18362,1131,6.16
COMUNA 14,1014000156,7548,516,6.84
COMUNA 14,1014000157,12382,825,6.66
